match_id;player_id;team;opponent;player;position;shirt_number;totalPass;accuratePass;totalLongBalls;accurateLongBalls;goalAssist;accurateOwnHalfPasses;totalOwnHalfPasses;accurateOppositionHalfPasses;totalOppositionHalfPasses;ballRecovery;savedShotsFromInsideTheBox;saves;minutesPlayed;touches;rating;possessionLostCtrl;expectedAssists;totalBallCarriesDistance;ballCarriesCount;totalProgression;keeperSaveValue;totalShots;goalsPrevented;passValueNormalized;dribbleValueNormalized;defensiveValueNormalized;goalkeeperValueNormalized;totalCross;aerialLost;duelLost;duelWon;challengeLost;dispossessed;totalContest;bigChanceCreated;shotOffTarget;blockedScoringAttempt;totalClearance;interceptionWon;totalTackle;wonTackle;unsuccessfulTouch;expectedGoals;keyPass;shotValueNormalized;aerialWon;onTargetScoringAttempt;outfielderBlock;wasFouled;fouls;expectedGoalsOnTarget;bestBallCarryProgression;totalProgressiveBallCarriesDistance;progressiveBallCarriesCount;bigChanceMissed;wonContest;errorLeadToAShot;hitWoodwork;accurateCross;goals;totalOffside;goodHighClaim;totalKeeperSweeper;accurateKeeperSweeper;lastManTackle;errorLeadToAGoal
14083292;855835;Real Sociedad;Elche;Sergio Gómez;D;17;26.0;21.0;2.0;0.0;0.0;8.0;10.0;13.0;16.0;5.0;0.0;0.0;90.0;49.0;6.5;9.0;0.0502554;153.34261923955;13.0;98.211114407625;0.0;2;0.0;0.01;0.31;-0.07;0.0;3.0;1.0;5.0;4.0;1.0;0.0;2.0;0.0;1.0;1.0;3.0;0.0;2.0;2.0;0.0;0.0946;0.0;-0.51;1.0;0.0;0.0;0.0;2.0;0.0;36.708790442287;76.380360642768;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;280979;Real Sociedad;Elche;Gonçalo Guedes;M;11;16.0;11.0;1.0;1.0;1.0;6.0;8.0;5.0;8.0;3.0;0.0;0.0;65.0;22.0;6.5;9.0;0.0682301;66.650062940788;8.0;32.012857639443;0.0;0;0.0;0.11;0.15;-0.07;0.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;12.534965507693;31.695391591446;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
14083292;1216309;Real Sociedad;Elche;Jon Gorrotxategi;M;4;28.0;21.0;1.0;0.0;1.0;12.0;15.0;9.0;13.0;6.0;0.0;0.0;90.0;46.0;6.7;9.0;0.0156702;85.914829939878;12.0;-7.522427833538;0.0;1;0.0;0.16;0.1;-0.1;0.0;1.0;2.0;5.0;3.0;2.0;0.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;0.0;1.0;0.0298;1.0;-0.15;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;832427;Real Sociedad;Elche;Carlos Soler;M;18;20.0;15.0;4.0;1.0;0.0;7.0;8.0;8.0;12.0;4.0;0.0;0.0;82.0;26.0;6.8;6.0;0.00912646;61.873643674654;6.0;-26.253627839225;0.0;0;0.0;0.17;0.06;-0.01;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1139409;Real Sociedad;Elche;Pablo Marín;M;15;11.0;9.0;0.0;0.0;0.0;4.0;4.0;5.0;7.0;2.0;0.0;0.0;90.0;35.0;6.0;11.0;0.00373373;44.899687621125;5.0;9.7186030065921;0.0;0;0.0;-0.18;-0.12;-0.05;0.0;0.0;1.0;7.0;3.0;0.0;1.0;3.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
14083292;949156;Real Sociedad;Elche;Luka Sučić;F;24;6.0;5.0;1.0;1.0;0.0;4.0;5.0;1.0;1.0;1.0;0.0;0.0;29.0;9.0;7.6;2.0;0.00112136;33.304874363443;4.0;-14.585053218873;0.0;1;0.0;-0.01;0.0;-0.01;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.302;0.0;0.51;0.0;1.0;0.0;1.0;0.0;0.8823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;823622;Real Sociedad;Elche;Mikel Oyarzabal;F;10;26.0;20.0;3.0;2.0;0.0;8.0;10.0;12.0;16.0;3.0;0.0;0.0;82.0;48.0;8.2;12.0;0.068003;100.44845456736;10.0;38.050813169697;0.0;2;0.0;0.08;0.45;0.22;0.0;0.0;0.0;5.0;5.0;0.0;1.0;6.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0078;2.0;0.5;1.0;1.0;0.0;1.0;0.0;0.9768;23.778290782437;37.019347534703;2.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;980410;Real Sociedad;Elche;Beñat Turrientes;M;8;20.0;19.0;4.0;4.0;0.0;9.0;9.0;10.0;11.0;5.0;0.0;0.0;61.0;34.0;6.9;6.0;0.00836577;113.26591957796;13.0;24.589666157267;0.0;3;0.0;0.18;0.33;-0.04;0.0;1.0;1.0;4.0;5.0;0.0;0.0;4.0;1.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;0.2279;1.0;-0.55;0.0;0.0;0.0;2.0;0.0;0.0;14.190561437366;29.498843465612;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1116388;Real Sociedad;Elche;Jon Aramburu;D;2;9.0;8.0;2.0;1.0;0.0;4.0;4.0;4.0;5.0;3.0;0.0;0.0;25.0;22.0;6.9;3.0;0.00469771;11.510265027357;1.0;9.624839249307;0.0;0;0.0;0.06;0.02;0.16;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1111081;Real Sociedad;Elche;Job Ochieng;F;47;12.0;9.0;1.0;1.0;0.0;3.0;4.0;6.0;8.0;3.0;0.0;0.0;25.0;22.0;6.7;9.0;0.0427943;103.09416099101;7.0;69.234500367979;0.0;0;0.0;0.14;0.27;-0.01;0.0;1.0;1.0;3.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.54083719099;81.051629565605;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;839585;Real Sociedad;Elche;Yangel Herrera;M;12;9.0;6.0;0.0;0.0;0.0;4.0;4.0;2.0;5.0;1.0;0.0;0.0;8.0;12.0;6.7;4.0;0.00030987;4.7998051002098;1.0;4.0201450648822;0.0;0;0.0;-0.06;0.03;0.13;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1026015;Real Sociedad;Elche;Orri Steinn Óskarsson;F;9;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;8.0;6.0;7.4;2.0;0.00010826;9.2260368968863;2.0;3.0356504635337;0.0;2;0.0;-0.09;0.17;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9695;0.0;0.49;0.0;1.0;0.0;0.0;1.0;0.7321;6.057575488584;6.153824501885;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;794949;Elche;Real Sociedad;Iñaki Peña;G;13;81.0;60.0;29.0;9.0;0.0;52.0;54.0;8.0;27.0;13.0;0.0;0.0;90.0;91.0;6.0;21.0;0.129429;233.04052073129;30.0;189.93016402146;0.0;0;-0.4088;0.28;0.11;-0.31;-0.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;0.0;0.0
14083292;988672;Elche;Real Sociedad;David Affengruber;D;22;68.0;61.0;4.0;1.0;0.0;38.0;41.0;23.0;27.0;3.0;0.0;0.0;90.0;77.0;5.9;7.0;0.0120559;124.19907200068;16.0;50.179901728082;0.0;1;0.0;0.05;0.16;-0.47;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0118;0.0;-0.13;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;855831;Elche;Real Sociedad;Víctor Chust;D;23;82.0;81.0;0.0;0.0;0.0;50.0;51.0;31.0;31.0;1.0;0.0;0.0;72.0;84.0;6.2;2.0;0.0170978;202.61704055371;29.0;58.526155946405;0.0;0;0.0;0.28;0.13;-0.41;0.0;0.0;2.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;18.730365554159;19.79554194762;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1094758;Elche;Real Sociedad;John Donald;D;18;27.0;25.0;0.0;0.0;0.0;9.0;10.0;16.0;17.0;2.0;0.0;0.0;55.0;36.0;6.2;4.0;0.00564944;38.448128748181;7.0;-3.7666938257599;0.0;0;0.0;-0.02;0.01;-0.36;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;286167;Elche;Real Sociedad;Aleix Febas;M;14;69.0;61.0;2.0;1.0;0.0;19.0;22.0;42.0;47.0;3.0;0.0;0.0;90.0;81.0;6.6;12.0;0.064913;196.57704120891;23.0;81.264396919747;0.0;1;0.0;0.06;0.15;-0.15;0.0;0.0;0.0;2.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;0.0248;0.0;-0.06;1.0;1.0;0.0;1.0;1.0;0.0336;21.127237242791;21.149163600483;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;827504;Elche;Real Sociedad;Léo Pétrot;M;21;50.0;43.0;1.0;0.0;0.0;23.0;28.0;20.0;22.0;6.0;0.0;0.0;73.0;67.0;7.5;10.0;0.00893581;158.98092875367;16.0;-48.397741464754;0.0;0;0.0;-0.15;-0.1;0.87;0.0;0.0;0.0;1.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
14083292;848512;Elche;Real Sociedad;Grady Diangana;M;19;29.0;26.0;0.0;0.0;0.0;8.0;8.0;18.0;21.0;2.0;0.0;0.0;79.0;42.0;6.4;6.0;0.0259858;65.612587132769;10.0;39.220053593553;0.0;2;0.0;0.0;0.33;-0.14;0.0;1.0;1.0;5.0;4.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.1215;0.0;-0.55;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1100646;Elche;Real Sociedad;Martim Neto;M;16;21.0;19.0;0.0;0.0;0.0;5.0;6.0;14.0;15.0;2.0;0.0;0.0;55.0;30.0;6.0;6.0;0.019924;43.586052012733;7.0;8.6082140271532;0.0;0;0.0;-0.12;0.08;-0.48;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;10.735815055932;13.666253656361;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14083292;962710;Elche;Real Sociedad;Germán Valera;M;11;38.0;29.0;1.0;0.0;0.0;6.0;10.0;23.0;28.0;4.0;0.0;0.0;90.0;51.0;5.8;16.0;0.0205534;118.36897104982;17.0;29.275975079581;0.0;2;0.0;-0.49;0.25;-0.21;0.0;2.0;0.0;3.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.2319;1.0;-0.51;0.0;0.0;0.0;0.0;1.0;0.0;19.956363703294;32.843202372981;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1154587;Elche;Real Sociedad;Álvaro Rodriguez;F;20;25.0;14.0;0.0;0.0;0.0;1.0;3.0;13.0;22.0;0.0;0.0;0.0;90.0;46.0;6.4;21.0;0.276537;82.132263221461;8.0;51.297314566077;0.0;1;0.0;0.26;0.1;-0.11;0.0;0.0;8.0;15.0;7.0;2.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0335;2.0;0.17;5.0;1.0;0.0;0.0;1.0;0.5155;19.425801942319;45.553170900886;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;190159;Elche;Real Sociedad;André Silva;F;9;21.0;18.0;0.0;0.0;0.0;6.0;8.0;12.0;13.0;2.0;0.0;0.0;90.0;44.0;7.9;8.0;0.0461817;44.644899430661;8.0;29.78190318128;0.0;4;0.0;0.0;0.41;0.0;0.0;0.0;6.0;11.0;10.0;1.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;0.8473;2.0;0.55;2.0;3.0;0.0;6.0;1.0;1.5052;9.7264725388298;14.223491863151;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;928672;Elche;Real Sociedad;Adrià Pedrosa;D;3;19.0;13.0;1.0;0.0;0.0;7.0;11.0;6.0;8.0;1.0;0.0;0.0;35.0;28.0;6.3;8.0;0.118488;97.537510988769;10.0;49.372538463011;0.0;0;0.0;-0.02;0.1;-0.21;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;40.438472975788;53.295137958195;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1014595;Elche;Real Sociedad;Marc Aguado;M;8;35.0;31.0;2.0;1.0;0.0;14.0;15.0;17.0;20.0;1.0;0.0;0.0;35.0;40.0;6.7;5.0;0.0115103;35.803449721012;7.0;17.576897963131;0.0;0;0.0;0.1;0.04;-0.04;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;141832;Elche;Real Sociedad;Pedro Bigas;D;6;18.0;15.0;1.0;0.0;0.0;11.0;12.0;4.0;6.0;0.0;0.0;0.0;18.0;22.0;6.4;3.0;0.00172533;31.483493895705;5.0;16.617174523663;0.0;0;0.0;0.0;0.02;-0.2;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;1126447;Elche;Real Sociedad;Lucas Cepeda;F;24;3.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;17.0;10.0;6.8;3.0;0.0235249;29.441570882003;1.0;27.614888680335;0.0;0;0.0;0.09;0.02;0.16;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;27.614888680335;29.441570882003;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14083292;914765;Elche;Real Sociedad;Gonzalo Villar;M;12;6.0;5.0;1.0;1.0;0.0;2.0;3.0;3.0;3.0;0.0;0.0;0.0;11.0;11.0;6.4;3.0;0.00097975;17.142027805052;2.0;-9.201421923585;0.0;0;0.0;-0.01;-0.02;-0.04;0.0;0.0;1.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
