league;season;id;name;short_name;match_name;first_name;last_name;team;nationality;position;shirt_number
73;2425;e3czx0nsuw10acnftbr8ud0bt;Francisco José Beltrán Peinado;Fran Beltrán;Fran Beltrán;Francisco José;Beltrán Peinado;Real Club Celta de Vigo;Spain;Midfielder;8
73;2425;e91yegwfliqhfy9yyk19otafo;Williot Theo Swedberg;Williot Swedberg;W. Swedberg;Williot Theo;Swedberg;Real Club Celta de Vigo;Sweden;Midfielder;19
73;2425;12qc3dkodeb8ykg6pc0kqf2l1;Manuel Morlanes Ariño;Manu Morlanes;Manu Morlanes;Manuel;Morlanes Ariño;Real Club Deportivo Mallorca;Spain;Midfielder;8
73;2425;1i1xcco82x0ppbac6j5z59x49;Siebe Van der Heyden;Siebe Van der Heyden;S. Van der Heyden;Siebe;Van der Heyden;Real Club Deportivo Mallorca;Belgium;Defender;4
73;2425;1km9nvqz03yoj9cxpv127id7u;Samuel de Almeida Costa;Samuel de Almeida Costa;Samú Costa;Samuel;de Almeida Costa;Real Club Deportivo Mallorca;Portugal;Midfielder;12
73;2425;22dchchxwrsty67ultrs61qz9;Pablo Carmine Maffeo Becerra;Pablo Maffeo;Pablo Maffeo;Pablo Carmine;Maffeo Becerra;Real Club Deportivo Mallorca;Argentina;Defender;23
73;2425;2bzdn7cqqonejqmlq85w8z6qd;Takuma Asano;Takuma Asano;T. Asano;Takuma;Asano;Real Club Deportivo Mallorca;Japan;Attacker;11
73;2425;2lazx19wotf1b8jqx9mqeg4tm;Francisco Jorge Tavares Oliveira;Francisco Jorge Tavares Oliveira;Chiquinho;Francisco Jorge;Tavares Oliveira;Real Club Deportivo Mallorca;Portugal;Attacker;20
73;2425;2td3iejdken4orcduqrdutrhm;Antonio Sánchez Navarro;Antonio Sánchez;Antonio Sánchez;Antonio;Sánchez Navarro;Real Club Deportivo Mallorca;Spain;Midfielder;18
73;2425;2wdjbfzaiokiawrbn5wzsx61h;Abdón Roger Prats Bastidas;Abdón Prats;Abdón Prats;Abdón Roger;Prats Bastidas;Real Club Deportivo Mallorca;Spain;Attacker;9
73;2425;3n66mcws9belxbv3pu5uwhfu2;José Manuel Arias Copete;José Manuel Arias Copete;Copete;José Manuel;Arias Copete;Real Club Deportivo Mallorca;Spain;Defender;6
73;2425;3pwr7lqvo4o08c4nvzqpuue39;Vedat Muriqi;Vedat Muriqi;V. Muriqi;Vedat;Muriqi;Real Club Deportivo Mallorca;Kosovo;Attacker;7
73;2425;3rrges782prcprsn207dk4zit;Cyle Christopher Larin;Cyle Larin;C. Larin;Cyle Christopher;Larin;Real Club Deportivo Mallorca;Canada;Attacker;17
73;2425;3v254jhofauiadp9vzb7rb21g;David López Guijarro;David López;David López;David;López Guijarro;Real Club Deportivo Mallorca;Spain;Defender;32
73;2425;4m1hsbfpts9xz2luy52gnf09g;Daniel Andrés Luna García;Daniel Luna;D. Luna;Daniel Andrés;Luna García;Real Club Deportivo Mallorca;Colombia;Midfielder;33
73;2425;4rcsvuxnotyjoo72f8okudh5g;Javier Llabrés Exposito;Javi Llabrés;Javi Llabrés;Javier;Llabrés Exposito;Real Club Deportivo Mallorca;Spain;Attacker;19
73;2425;4sz26vstr6b7b110eri7f42jt;Dominik Greif;Dominik Greif;D. Greif;Dominik;Greif;Real Club Deportivo Mallorca;Slovakia;Goalkeeper;1
73;2425;5e8sf5791x5g5m9vmct6s3itw;Marc Hidalgo Domenech González;Marc Domenech;Marc Domenech;Marc;Hidalgo Domenech González;Real Club Deportivo Mallorca;Spain;Attacker;30
73;2425;5m4b1z00qouaalj2veqmunfv8;Pau Mascaró Ruiz;Pau Mascaró;Pau Mascaró;Pau;Mascaró Ruiz;Real Club Deportivo Mallorca;Spain;Attacker;34
73;2425;5qh2kdatvb03o8oiqvkaaxje2;Leonardo Román Riquelme;Leo Román;Leo Román;Leonardo;Román Riquelme;Real Club Deportivo Mallorca;Spain;Goalkeeper;13
73;2425;5tsp2m5z3xie07ax0wq1qqsix;Mateu Jaume Morey Bauzà;Mateu Morey;Mateu Morey;Mateu Jaume;Morey Bauzà;Real Club Deportivo Mallorca;Spain;Defender;2
73;2425;7aoe0u87gxgv9tvgrotcfue7e;Roberto Navarro Muñoz;Robert Navarro;Robert Navarro;Roberto;Navarro Muñoz;Real Club Deportivo Mallorca;Spain;Midfielder;27
73;2425;7xmaybxu4zd5k338bi3drkxcl;Sergi Darder Moll;Sergi Darder;Sergi Darder;Sergi;Darder Moll;Real Club Deportivo Mallorca;Spain;Midfielder;10
73;2425;8tnz3pqkqdhbr08p96i9w8i96;Valery Fernández Estrada;Valery Fernández;Valery;Valery;Fernández Estrada;Real Club Deportivo Mallorca;Spain;Defender;16
73;2425;9dewnn65ylruq567thg7ebqhh;Antonio José Raíllo Arenas;Antonio Raíllo;Antonio Raíllo;Antonio José;Raíllo Arenas;Real Club Deportivo Mallorca;Spain;Defender;21
73;2425;9e7b5cm66oxf26fmp33yuppsl;Daniel José Rodríguez Vázquez;Dani Rodríguez;Dani Rodríguez;Daniel José;Rodríguez Vázquez;Real Club Deportivo Mallorca;Spain;Midfielder;14
73;2425;9n447dc5s8na89g3ovx9zvbv9;Giovanni Alessandro González Apud;Giovanni González;G. González;Giovanni Alessandro;González Apud;Real Club Deportivo Mallorca;Uruguay;Defender;20
73;2425;9t88fceutc2x108ga0qkzkafp;Martin Valjent;Martin Valjent;M. Valjent;Martin;Valjent;Real Club Deportivo Mallorca;Slovakia;Defender;24
73;2425;9wwzjoc2bl80vct0meb6v5yqc;Miquel Jan Salas Franch;Jan Salas;Miquel Salas;Miquel Jan;Salas Franch;Real Club Deportivo Mallorca;Spain;Midfielder;28
73;2425;b5510rs3vfp2i783y1bjggaok;Sebastian John Wade Gardiner;Sebas Wade;Sebastian Wade;Sebastian John;Wade Gardiner;Real Club Deportivo Mallorca;Spain;Defender;39
73;2425;bkvvapojagxvj17nzk3oy8ct1;Omar Mascarell González;Omar Mascarell;Omar Mascarell;Omar;Mascarell González;Real Club Deportivo Mallorca;Equatorial Guinea;Midfielder;5
73;2425;da4isu80fnw6rmv53gbjv8qcq;Pere Joan García Bauzà;Pere García;Pere García;Pere Joan;García Bauzà;Real Club Deportivo Mallorca;Spain;Goalkeeper;31
73;2425;dfjph36vcwfj5cevut4x3vf11;Johan Andrés Mojica Palacio;Johan Mojica;J. Mojica;Johan Andrés;Mojica Palacio;Real Club Deportivo Mallorca;Colombia;Defender;22
73;2425;e1izszvhlcdpmnjzzd73cnidx;Iván Cuéllar Sacristán;Iván Cuéllar Sacristán;Pichu;Iván;Cuéllar Sacristán;Real Club Deportivo Mallorca;Spain;Goalkeeper;25
73;2425;f1e3gi3dx3er2vz7loriw6e39;Antonio Latorre Grueso;Antonio Latorre Grueso;Toni Lato;Antonio;Latorre Grueso;Real Club Deportivo Mallorca;Spain;Defender;3
73;2425;vsigd9eh67xy32ffofkh06lm;Miguel Martín García;Miguel Martín García;Miguel Martín;Miguel;Martín García;Real Club Deportivo Mallorca;Spain;Midfielder;29
73;2425;14qv8npo5alwnb5dud8x82ln8;Endrick Felipe Moreira de Sousa;Endrick Felipe Moreira de Sousa;Endrick;Endrick Felipe;Moreira de Sousa;Real Madrid CF;Brazil;Attacker;16
73;2425;1i9wi65k2foqwudeqiyih87hl;Federico Santiago Valverde Dipetta;Federico Valverde;F. Valverde;Federico Santiago;Valverde Dipetta;Real Madrid CF;Uruguay;Midfielder;8
73;2425;1riebanoqbl7brs1bm3lkgxlg;Mario Martín Rielves;Mario Martín;Mario Martín;Mario;Martín Rielves;Real Madrid CF;Spain;Midfielder;28
73;2425;2b1aq7e51fjbukd3muxfthd78;Jacobo Ramón Naveros;Jacobo Ramón;Jacobo Ramón;Jacobo;Ramón Naveros;Real Madrid CF;Spain;Defender;31
73;2425;2i7mscwsjthry9530usbtbklw;Hugo de Llanos García;Hugo de Llanos;Hugo de Llanos;Hugo;de Llanos García;Real Madrid CF;Spain;Midfielder;40
73;2425;2ww626a9v31b072prdx0xf1g4;Youssef Enríquez Lekhedim;Youssef Enríquez;Y. Enríquez;Youssef;Enríquez Lekhedim;Real Madrid CF;Morocco;Defender;29
73;2425;38bp85766w04a0nuulq5fiig9;Andrii Lunin;Andrii Lunin;A. Lunin;Andrii;Lunin;Real Madrid CF;Ukraine;Goalkeeper;13
73;2425;39c5g6782qlrtw55fsre7exnt;Francisco José García Torres;Fran García;Fran García;Francisco José;García Torres;Real Madrid CF;Spain;Defender;20
73;2425;39gif4xfy8xddarasbsad56ok;Arda Güler;Arda Güler;A. Güler;Arda;Güler;Real Madrid CF;Türkiye;Midfielder;15
73;2425;3jln1gzc0859ymphvq83i0mp5;Brahim Abdelkader Díaz;Brahim Díaz;Brahim Díaz;Brahim;Abdelkader Díaz;Real Madrid CF;Morocco;Midfielder;21
73;2425;3krfyio6dlb6gkoggsmqwkj6c;Sergio Mestre Sánchez;Sergio Mestre;Sergio Mestre;Sergio;Mestre Sánchez;Real Madrid CF;Spain;Goalkeeper;34
73;2425;3pxte13sf3ybzb3cgvim1tqtw;Víctor Valdepeñas Talavera;Víctor Valdepeñas Talavera;Valde;Víctor;Valdepeñas Talavera;Real Madrid CF;Spain;Defender;45
73;2425;3r4r3w44ski0d4175zfe1iy38;César Palacios Pérez;César Palacios;César Palacios;César;Palacios Pérez;Real Madrid CF;Spain;Midfielder;30
73;2425;3r8kqt2bz34yw8e2h4jdp96hg;Daniel Yáñez Barla;Daniel Yáñez;Daniel Yáñez;Daniel;Yáñez Barla;Real Madrid CF;Spain;Attacker;42
73;2425;42mke5h9m4g7idv9q6ltuhkwk;Francisco Javier González Pérez;Fran González;Fran González;Francisco Javier;González Pérez;Real Madrid CF;Spain;Goalkeeper;26
73;2425;4aihdtm9m5evl5ohlx54ccs9g;Joan Martínez Lozano;Joan Martínez;Joan Martínez;Joan;Martínez Lozano;Real Madrid CF;Spain;Defender;37
73;2425;4kob1sqi695a8rwn3r3d2a6ms;Lorenzo Aguado Herrera;Lorenzo Aguado Herrera;Lorenzo Aguado;Lorenzo;Aguado Herrera;Real Madrid CF;Spain;Defender;39
73;2425;4luj0v1ttpt61sniftg4bxrtg;Diego Aguado Facio;Diego Aguado;Diego Aguado;Diego;Aguado Facio;Real Madrid CF;Spain;Defender;43
73;2425;4o9d3hpjlicgce9gtbewyzhn8;Gonzalo García Torres;Gonzalo García;Gonzalo García;Gonzalo;García Torres;Real Madrid CF;Spain;Attacker;30
73;2425;5e9ilgrz3tzg9kd1gk3yvrahh;Kylian Mbappé Lottin;Kylian Mbappé;K. Mbappé;Kylian;Mbappé Lottin;Real Madrid CF;France;Attacker;9
73;2425;6crmq7vzqts58wg196q48sc7p;Thibaut Nicolas Marc Courtois;Thibaut Courtois;T. Courtois;Thibaut Nicolas Marc;Courtois;Real Madrid CF;Belgium;Goalkeeper;1
73;2425;6fzbp94hf19ysotdassrqdc5x;Antonio Rüdiger;Antonio Rüdiger;A. Rüdiger;Antonio;Rüdiger;Real Madrid CF;Germany;Defender;22
73;2425;6q69l3ppqfqbryjubcrujfi6t;Ferland Sinna Mendy;Ferland Mendy;F. Mendy;Ferland Sinna;Mendy;Real Madrid CF;France;Defender;23
73;2425;6w5wyari2p4bh2zzy2x2f6hg5;David Olatukunbo Alaba;David Alaba;D. Alaba;David;Olatukunbo Alaba;Real Madrid CF;Austria;Defender;4
73;2425;7oykphzczagr975xsqt70s89h;Daniel Carvajal Ramos;Dani Carvajal;Dani Carvajal;Daniel;Carvajal Ramos;Real Madrid CF;Spain;Defender;2
73;2425;8wvkrrbqqthuwda8twg03yuax;Éder Gabriel Militão Pinheiro;Éder Gabriel Militão Pinheiro;Éder Militão;Éder Gabriel;Militão Pinheiro;Real Madrid CF;Brazil;Defender;3
73;2425;9650u1owvf264fwnuzc0zlfro;David Jiménez Corredor;David Jiménez;David Jiménez;David;Jiménez Corredor;Real Madrid CF;Spain;Defender;38
73;2425;974pgl5fo69ks8qsv1oorx8us;Mario Rivas Lago;Mario Rivas;Mario Rivas;Mario;Rivas Lago;Real Madrid CF;Spain;Defender;48
73;2425;aipyotc87m5bdvmvizd5n69k9;Aurélien Djani Tchouaméni;Aurélien Tchouaméni;A. Tchouaméni;Aurélien Djani;Tchouaméni;Real Madrid CF;France;Midfielder;14
73;2425;atj6u4qul0o2ca57etbmes07o;Raúl Asencio del Rosario;Raúl Asencio;Raúl Asencio;Raúl;Asencio del Rosario;Real Madrid CF;Spain;Defender;35
73;2425;b4witgokm49tidm1a83qcvbop;Vinícius José Paixão de Oliveira Júnior;Vinícius José Paixão de Oliveira Júnior;Vinícius Júnior;Vinícius José;Paixão de Oliveira Júnior;Real Madrid CF;Brazil;Attacker;7
73;2425;bf2pf3hs8gcvub4ivlve12ymt;Lucas Vázquez Iglesias;Lucas Vázquez;Lucas Vázquez;Lucas;Vázquez Iglesias;Real Madrid CF;Spain;Defender;17
73;2425;broq8imimhtlejtffissquy5m;Rodrygo Silva de Goes;Rodrygo Silva de Goes;Rodrygo;Rodrygo;Silva de Goes;Real Madrid CF;Brazil;Attacker;11
73;2425;d358ce00vstqg3ilinhcc10r8;Víctor Muñoz Villanueva;Víctor Muñoz;Víctor Muñoz;Víctor;Muñoz Villanueva;Real Madrid CF;Spain;Attacker;44
73;2425;diod1hv5hv7v7z7mfleev1txx;Luka Modrić;Luka Modric;L. Modrić;Luka;Modrić;Real Madrid CF;Croatia;Midfielder;10
73;2425;diwvhwul9fvsmpdwosvy8nwus;Pol Fortuny Aubareda;Pol Fortuny;Pol Fortuny;Pol;Fortuny Aubareda;Real Madrid CF;Spain;Midfielder;47
73;2425;e30x514qvzadcryj2zhoss26s;José María Andrés Baixauli;José María Andres Baixauli;Chema Andrés;José María;Andrés Baixauli;Real Madrid CF;Spain;Midfielder;36
73;2425;e83ula4wockmc2xid7185kcq2;Jude Victor William Bellingham;Jude Bellingham;J. Bellingham;Jude Victor William;Bellingham;Real Madrid CF;England;Midfielder;5
73;2425;eihwzqtt27l2l8iu990h68edx;Jesús Vallejo Lázaro;Jesús Vallejo;Jesús Vallejo;Jesús;Vallejo Lázaro;Real Madrid CF;Spain;Defender;18
73;2425;en2c7z1raqmcwee78297pbnu2;Eduardo Celmi Camavinga;Eduardo Camavinga;E. Camavinga;Eduardo Celmi;Camavinga;Real Madrid CF;France;Midfielder;6
73;2425;i48mf81fxn2af1xxjzfi8gr9;Daniel Ceballos Fernández;Dani Ceballos;Dani Ceballos;Daniel;Ceballos Fernández;Real Madrid CF;Spain;Midfielder;19
73;2425;1bcd2ijk9xkf7mmoqmsfpxzbo;Alex Marchal García;Alex Marchal;Alex Marchal;Alex;Marchal García;Real Sociedad de Fútbol;Spain;Attacker;41
73;2425;1g921gazgv8kqrdfjkjmvqolw;Jon Magunazelaia Argoitia;Jon Magunazelaia;Jon Magunazelaia;Jon;Magunazelaia Argoitia;Real Sociedad de Fútbol;Spain;Midfielder;25
73;2425;1qkep5ck252k1g3oqza5ygh61;Takefusa Kubo;Takefusa Kubo;T. Kubo;Takefusa;Kubo;Real Sociedad de Fútbol;Japan;Attacker;14
73;2425;21vx56lpd276xqbu11ubkf78q;Ander Barrenetxea Muguruza;Ander Barrenetxea;Ander Barrenetxea;Ander;Barrenetxea Muguruza;Real Sociedad de Fútbol;Spain;Attacker;7
73;2425;29cp6coiba854vwntnzj5x1ck;Aitor Fraga Torres;Aitor Fraga;Aitor Fraga;Aitor;Fraga Torres;Real Sociedad de Fútbol;Spain;Goalkeeper;32
73;2425;2hqyw29ta24b0fk146a4mlf6c;Daniel Díaz Gándara;Daniel Díaz;Dani Díaz;Daniel;Díaz Gándara;Real Sociedad de Fútbol;Spain;Attacker;43
73;2425;3av6j2r9parigl6tqfva00ydw;Ekain Orobengoa Arbelaiz;Ekain Orobengoa;Ekain Orobengoa;Ekain;Orobengoa Arbelaiz;Real Sociedad de Fútbol;Spain;Attacker;45
73;2425;3eksuqblpadcgroqkg5ynldec;Iñaki Rupérez Urtasun;Iñaki Rupérez;Iñaki Rupérez;Iñaki;Rupérez Urtasun;Real Sociedad de Fútbol;Spain;Defender;34
73;2425;3o0zpl9cnmna2hyk595ja0xrd;Nayef Aguerd;Nayef Aguerd;N. Aguerd;Nayef;Aguerd;Real Sociedad de Fútbol;Morocco;Defender;21
73;2425;48gjuou5eashpj8wbwd18iju1;Igor Zubeldia Elorza;Igor Zubeldia;Igor Zubeldia;Igor;Zubeldia Elorza;Real Sociedad de Fútbol;Spain;Defender;5
73;2425;5nluxvc0wi0u1d5zcy7be5rkl;Álvaro Odriozola Arzallus;Álvaro Odriozola;Álvaro Odriozola;Álvaro;Odriozola Arzallus;Real Sociedad de Fútbol;Spain;Defender;2
73;2425;66l9n4gqc4aau3bpc0qtpta8k;Arkaitz Mariezkurrena Etxezarreta;Arkaitz Mariezkurrena;Arkaitz Mariezkurrena;Arkaitz;Mariezkurrena Etxezarreta;Real Sociedad de Fútbol;Spain;Attacker;40
73;2425;6e4d1o09sl2ovlyyvhyd5xboq;Arsen Zakharyan;Arsen Zakharyan;A. Zakharyan;Arsen;Zakharyan;Real Sociedad de Fútbol;Russia;Midfielder;8
73;2425;6lnttemmflhxp700fr069ty0a;Jon Ander Olasagasti Imizcoz;Jon Olasagasti;Jon Olasagasti;Jon Ander;Olasagasti Imizcoz;Real Sociedad de Fútbol;Spain;Midfielder;16
73;2425;6p8xl2smgf1ta7txpcj7cabu2;Javier López Carballo;Javi López;Javi López;Javier;López Carballo;Real Sociedad de Fútbol;Spain;Defender;12
73;2425;7bs0ph4yksf6lvkg91u9nqzqi;Jon Pacheco Dozagarat;Jon Pacheco;Jon Pacheco;Jon;Pacheco Dozagarat;Real Sociedad de Fútbol;Spain;Defender;20
73;2425;7hut2rdil0my1vysn56mrfk0k;Jon Balda Zubiri;Jon Balda;Jon Balda;Jon;Balda Zubiri;Real Sociedad de Fútbol;Spain;Defender;33
73;2425;7y8ns61qioqu7kfsqzkvkwhuy;Urko González de Zárate Quirós;Urko González de Zárate Quirós;Urko González de Zárate;Urko;González de Zárate Quirós;Real Sociedad de Fútbol;Spain;Midfielder;15
73;2425;80aqmv4ht6rs1812qrr5j8kix;Martín Zubimendi Ibáñez;Martín Zubimendi;Martín Zubimendi;Martín;Zubimendi Ibáñez;Real Sociedad de Fútbol;Spain;Midfielder;4
73;2425;8bu8ivrdbh6lc4cpdaki5l9wq;Egoitz Arana Aizpurua;Egoitz Arana;Egoitz Arana;Egoitz;Arana Aizpurua;Real Sociedad de Fútbol;Spain;Goalkeeper;35
73;2425;8krgbfnydbtyongkwnsaj43kk;Jon Martín Vicente;Jon Martín;Jon Martín;Jon;Martín Vicente;Real Sociedad de Fútbol;Spain;Defender;31
73;2425;8lmuo5xl3y15zb8xl3xhrs7x0;Mikel Rodríguez Ulacia;Mikel Rodriguez;Mikel Rodríguez;Mikel;Rodríguez Ulacia;Real Sociedad de Fútbol;Spain;Midfielder;44
73;2425;8qs8s7c173w8i1dfu06ub5zis;Luken Beitia Aguirregomezcorta;Luken Beitia;Luken Beitia;Luken;Beitia Aguirregomezcorta;Real Sociedad de Fútbol;Spain;Defender;37
73;2425;9x5uo2wkxp9fk1arygbkl6u0a;Luka Sučić;Luka Sucic;L. Sučić;Luka;Sučić;Real Sociedad de Fútbol;Croatia;Midfielder;24
73;2425;aka2yqxmqpioxc1qzkl62ejv8;Pablo Marín Tejada;Pablo Marín;Pablo Marín;Pablo;Marín Tejada;Real Sociedad de Fútbol;Spain;Midfielder;28
73;2425;b2xlrg9xvucrut2fhmvsgjuqy;Unai Marrero Larrañaga;Unai Marrero;Unai Marrero;Unai;Marrero Larrañaga;Real Sociedad de Fútbol;Spain;Goalkeeper;13
73;2425;b45ryclny991bm7qosieyg1cl;Mikel Oyarzabal Ugarte;Mikel Oyarzabal;Mikel Oyarzabal;Mikel;Oyarzabal Ugarte;Real Sociedad de Fútbol;Spain;Attacker;10
73;2425;bj929w5yi7lnz36jxsi5qnq7e;Aihen Muñoz Capellán;Aihen Muñoz;Aihen Muñoz;Aihen;Muñoz Capellán;Real Sociedad de Fútbol;Spain;Defender;3
73;2425;cywgibmici8hwp1ad1nhk3ufp;Sheraldo Rudi Salomo Willem Becker;Sheraldo Becker;S. Becker;Sheraldo Rudi Salomo Willem;Becker;Real Sociedad de Fútbol;Suriname;Attacker;11
73;2425;d4tdx2ctadv6kc3tbq4as8bmx;Sergio Gómez Martín;Sergio Gómez;Sergio Gómez;Sergio;Gómez Martín;Real Sociedad de Fútbol;Spain;Attacker;17
73;2425;dci5jbkxxr0wddazufgbysxec;Mikel Goti López;Mikel Goti;Mikel Goti;Mikel;Goti López;Real Sociedad de Fútbol;Spain;Midfielder;30
73;2425;dvrk8qmt9ta4c3kvjgsad7t91;Brais Méndez Portela;Brais Méndez;Brais Méndez;Brais;Méndez Portela;Real Sociedad de Fútbol;Spain;Midfielder;23
73;2425;e35v2pspdgl7t769d57e67ob9;Aritz Elustondo Irribaria;Aritz Elustondo;Aritz Elustondo;Aritz;Elustondo Irribaria;Real Sociedad de Fútbol;Spain;Defender;6
73;2425;et849xmcdgsy5itb8i4w7qkq2;Beñat Turrientes Imaz;Beñat Turrientes;Beñat Turrientes;Beñat;Turrientes Imaz;Real Sociedad de Fútbol;Spain;Midfielder;22
73;2425;euur9yvhgrieu4kl0vdkh244q;Orri Steinn Óskarsson;Orri Óskarsson;O. Óskarsson;Orri Steinn;Óskarsson;Real Sociedad de Fútbol;Iceland;Attacker;9
73;2425;ezbplvktzcvzh5kwur32110mi;Jon Mikel Aramburu Mejías;Jon Aramburu;J. Aramburu;Jon Mikel;Aramburu Mejías;Real Sociedad de Fútbol;Venezuela;Defender;19
73;2425;w503zyr8ipyobglth281uklx;Alejandro Remiro Gargallo;Álex Remiro;Álex Remiro;Alejandro;Remiro Gargallo;Real Sociedad de Fútbol;Spain;Goalkeeper;1
73;2425;xrh2szvp5808no7zm1et2zf9;Hamari Traoré;Hamari Traoré;H. Traoré;Hamari;Traoré;Real Sociedad de Fútbol;Mali;Defender;18
73;2425;1ekkj2b713kjnugsk4dz50q1h;Florian Grillitsch;Florian Grillitsch;F. Grillitsch;Florian;Grillitsch;Real Valladolid CF;Austria;Midfielder;8
73;2425;1htx8ub2kxvq0vnzarbrynyt;César de la Hoz López;César de la Hoz;César de la Hoz;César;de la Hoz López;Real Valladolid CF;Spain;Midfielder;16
73;2425;1jz6a0l9q2v38adtntoe30t1;Robert Kenedy Nunes do Nascimento;Robert Kenedy Nunes do Nascimento;Kenedy;Robert Kenedy;Nunes do Nascimento;Real Valladolid CF;Brazil;Midfielder;24
73;2425;1mjn7ui3dan4oi6t94pzuxbhm;Mario Maroto Argüello;Mario Maroto;Mario Maroto;Mario;Maroto Argüello;Real Valladolid CF;Spain;Midfielder;34
73;2425;1pg0b32xb9230zit0ndyd79ih;Selim Amallah;Selim Amallah;S. Amallah;Selim;Amallah;Real Valladolid CF;Morocco;Midfielder;21
73;2425;1riebanoqbl7brs1bm3lkgxlg;Mario Martín Rielves;Mario Martín;Mario Martín;Mario;Martín Rielves;Real Valladolid CF;Spain;Midfielder;12
73;2425;2tvulwf5xk3fobnqsg158ydqs;Raúl Chasco Ruiz;Raúl Chasco;Raúl Chasco;Raúl;Chasco Ruiz;Real Valladolid CF;Spain;Defender;30
73;2425;38o2o01j5qfnsnl1xp2busrv8;Iago Parente Novoa;Iago Parente;Iago Parente;Iago;Parente Novoa;Real Valladolid CF;Spain;Defender;33
73;2425;3ia67tz2wkwnl35dszw841xxw;Iván San José Cantalejo;Iván San José Cantalejo;Chuki;Iván;San José Cantalejo;Real Valladolid CF;Spain;Midfielder;28
73;2425;3j66drshfcoje5wb7gjybi9qt;Amath Ndiaye Diedhiou;Amath Ndiaye;A. Ndiaye;Amath;Ndiaye Diedhiou;Real Valladolid CF;Senegal;Attacker;19
73;2425;3ohckge5om916l32s2ys6ivis;Abdulai Juma Bah;Juma Bah;J. Bah;Abdulai Juma;Bah;Real Valladolid CF;Sierra Leone;Defender;35
73;2425;3qrk8nw6nc8o96n7jr1az21ux;Joseph Aidoo;Joseph Aidoo;J. Aidoo;Joseph;Aidoo;Real Valladolid CF;Ghana;Defender;16
73;2425;46gpq48n4d5bntwa8v2t78hcl;Iván Sánchez Aguayo;Iván Sánchez Aguayo;Iván Sánchez;Iván;Sánchez Aguayo;Real Valladolid CF;Spain;Midfielder;10
73;2425;5d5rk4932npxxjadnlh696yok;Arnau Rafús Aulet;Arnau Rafús;Arnau Rafús;Arnau;Rafús Aulet;Real Valladolid CF;Spain;Goalkeeper;26
73;2425;5uig03vbbv71f0q31cp3vfbv9;Eray Ervin Cömert;Eray Cömert;E. Cömert;Eray Ervin;Cömert;Real Valladolid CF;Switzerland;Defender;15
73;2425;66t7zm54jgmcjtiizl9g0rkkp;Enrique Pérez Muñoz;Enrique Pérez Muñoz;Kike Pérez;Enrique;Pérez Muñoz;Real Valladolid CF;Spain;Midfielder;8
73;2425;6km3r9cspyz7g6343o9mri63u;Raúl Moro Prescoli;Raúl Moro;Raúl Moro;Raúl;Moro Prescoli;Real Valladolid CF;Spain;Attacker;11
73;2425;6sj650wwmo08r10xzz2l9xkut;Anuar Mohamed Tuhami;Anuar Tuhami;A. Tuhami;Anuar Mohamed;Tuhami;Real Valladolid CF;Morocco;Midfielder;23
73;2425;6y9rteak9yak8cjsnuwqt1xqs;Adrián Rodríguez Sojo;Adrián Rodríguez Sojo;Adrián Verde;Adrián;Rodríguez Sojo;Real Valladolid CF;Spain;Midfielder;27
73;2425;8f0vs1vyfrbctdt7lahtdeelm;Víctor Andrés Meseguer Cavas;Víctor Meseguer;Víctor Meseguer;Víctor Andrés;Meseguer Cavas;Real Valladolid CF;Spain;Midfielder;4
73;2425;8lg4tqh5bepeexbhghyr7pze2;Juan Miguel Latasa Fernández Layos;Juanmi Latasa;Juanmi Latasa;Juan Miguel;Latasa Fernández Layos;Real Valladolid CF;Spain;Attacker;14
73;2425;8rcole4a6y4fkamv87q3hqk0l;Henrique Silva Milagres;Henrique Silva Milagres;Henrique;Henrique;Silva Milagres;Real Valladolid CF;Brazil;Defender;17
73;2425;8sh9iw9qs8y8056r5zmcpvemt;Darwin Daniel Machís Marcano;Darwin Machís;D. Machís;Darwin Daniel;Machís Marcano;Real Valladolid CF;Venezuela;Attacker;18
73;2425;92573hn6oedcw6a0gj44xy8kp;Antonio Candela;Antonio Candela;A. Candela;Antonio;Candela;Real Valladolid CF;Italy;Defender;22
73;2425;9ezcgbcuxughgkd4ns8c7mqdw;Ibrahim Akitunde Alani;Ibrahim Alani;I. Alani;Ibrahim Akitunde;Alani;Real Valladolid CF;Nigeria;Midfielder;38
73;2425;9f83clp1v95kvlxdb376tgbth;Javier Sánchez de Felipe;Javi Sánchez;Javi Sánchez;Javier;Sánchez de Felipe;Real Valladolid CF;Spain;Defender;5
73;2425;9t3izbitey4hs1x6shog91kb8;Jorge Iglesias González;Koke Iglesias;Koke Iglesias;Jorge;Iglesias González;Real Valladolid CF;Spain;Defender;32
73;2425;9wpkjal85qxddca606t65d6uh;Stanko Jurić;Stanko Juric;S. Jurić;Stanko;Jurić;Real Valladolid CF;Croatia;Midfielder;20
73;2425;a4rbrzom0u87sk3uc15sxndg5;André Filipe Magalhães Ribeiro Ferreira;André Filipe Magalhães Ribeiro Ferreira;André Ferreira;André Filipe;Magalhães Ribeiro Ferreira;Real Valladolid CF;Portugal;Goalkeeper;1
73;2425;ahbogqtodqaszg7kr1qnamgut;Mamadou Sylla Diallo;Mamadou Sylla;M. Sylla;Mamadou;Sylla Diallo;Real Valladolid CF;Senegal;Attacker;7
