league;season;id;name;short_name;match_name;first_name;last_name;team;nationality;position;shirt_number
73;2425;4ly2hj750l30406nqefwg5atw;Raul Martínez Moreno;Raúl Martínez;Raul Martínez;Raul;Martínez Moreno;Girona FC;Spain;Midfielder;37
73;2425;4o0ei8wawffrg2hvnbmcxipxx;David López Silva;David López;David López;David;López Silva;Girona FC;Spain;Defender;5
73;2425;4rktv6j9sioe0gmu7jt77fsh5;Arnaut Danjuma Adam Groeneveld;Arnaut Danjuma;A. Danjuma;Arnaut;Danjuma Adam Groeneveld;Girona FC;Netherlands;Attacker;11
73;2425;4wbwcfbeokv5j4nuudbxgaw2d;Juan Carlos Martín Corral;Juan Carlos Martín Corral;Juan Carlos;Juan Carlos;Martín Corral;Girona FC;Spain;Goalkeeper;1
73;2425;4ydaw14cc5uj77o8uafvt3578;Dawda Camara Sankharé;Dawda Camara;D. Camara;Dawda;Camara Sankharé;Girona FC;Mauritania;Attacker;46
73;2425;5l6e9nd0defapk1w2ucndowr9;Cristian Portugués Manzanera;Cristian Portugués Manzanera;Portu;Cristian;Portugués Manzanera;Girona FC;Spain;Attacker;24
73;2425;5ykwmft0pr13p2uzhk7f2g3ys;Juan Fernando Arango Tortolero;Juan Arango;J. Arango;Juan Fernando;Arango Tortolero;Girona FC;Venezuela;Attacker;34
73;2425;66m3ju7fxgufujxfxgxgu6gb8;Jordi Bilali Danso;Jordi Danso;J. Danso;Jordi;Bilali Danso;Girona FC;Gambia;Goalkeeper;40
73;2425;6gruusc463fdln5uz1uzhne8l;Donny van de Beek;Donny van de Beek;D. van de Beek;Donny;van de Beek;Girona FC;Netherlands;Midfielder;6
73;2425;6navc0x6p4yqy76zyo3zocwr9;Cristhian Ricardo Stuani Curbelo;Cristhian Stuani;C. Stuani;Cristhian Ricardo;Stuani Curbelo;Girona FC;Uruguay;Attacker;7
73;2425;78868pxa0scv5z2pck9h76wpg;Lucas García Madrigal;Lucas García Madrigal;Lucas García;Lucas;García Madrigal;Girona FC;Spain;Goalkeeper;42
73;2425;85cayos3h77yqz43s4puym1g;Oriol Comas Feixas;Oriol Comas;Oriol Comas;Oriol;Comas Feixas;Girona FC;Spain;Defender;26
73;2425;8cpd4je0ku8wjumqeh3ruv10p;Bojan Miovski;Bojan Miovski;B. Miovski;Bojan;Miovski;Girona FC;North Macedonia;Attacker;19
73;2425;8nxr373i7g1m2ch2lk6k03ckq;Alejandro Francés Torrijo;Alejandro Francés;Alejandro Francés;Alejandro;Francés Torrijo;Girona FC;Spain;Defender;16
73;2425;8rsd0givrxlfsa3w68jrdl89g;Pau Funallet Garcia;Pau García;Pau Funallet;Pau;Funallet Garcia;Girona FC;Spain;Goalkeeper;41
73;2425;8xd59g0c36012q6mg5f2fl239;Juan Pedro Ramírez López;Juan Pedro Ramírez López;Juanpe;Juan Pedro;Ramírez López;Girona FC;Spain;Defender;15
73;2425;9jhm9qxoeqad7lm5i2nemgwes;Vladyslav Krapyvtsov;Vladyslav Krapyvtsov;V. Krapyvtsov;Vladyslav;Krapyvtsov;Girona FC;Ukraine;Goalkeeper;25
73;2425;9qxgspfaax37laql6wxa4jdas;Ferrán Ruiz Martí;Ferrán Ruiz Martí;Ferrán Ruiz;Ferrán;Ruiz Martí;Girona FC;Spain;Defender;45
73;2425;9um7x9zd0e000zt57l3yearqh;Iván Martín Núñez;Iván Martín;Iván Martín;Iván;Martín Núñez;Girona FC;Spain;Midfielder;23
73;2425;9xoaugptta7yql4xoqikbu32s;Antal Yaakobishvili;Antal Yaakobishvili;Antal Yaakobishvili;Antal;Yaakobishvili;Girona FC;Hungary;Defender;35
73;2425;aujdbt11w20ipr8wtxw4of9jo;Marc Aznar Baides;Marc Aznar;Marc Aznar;Marc;Aznar Baides;Girona FC;Spain;Defender;33
73;2425;c320492cbp1otejfp1i1oane1;Yangel Clemente Herrera Ravelo;Yangel Herrera;Y. Herrera;Yangel Clemente;Herrera Ravelo;Girona FC;Venezuela;Midfielder;21
73;2425;c88vxqe8zvvzzmhtszvy6ygic;Aleksandar Metodiev Andreev;Aleksandar Andreev;A. Andreev;Aleksandar;Metodiev Andreev;Girona FC;Bulgaria;Goalkeeper;43
73;2425;cjd62gwj9ptwrrtu6y6xnpeui;Bryan Gil Salvatierra;Bryan Gil;Bryan Gil;Bryan;Gil Salvatierra;Girona FC;Spain;Attacker;20
73;2425;cuqawmfekh86mgo758udxw7v9;Oriol Romeu Vidal;Oriol Romeu;Oriol Romeu;Oriol;Romeu Vidal;Girona FC;Spain;Midfielder;14
73;2425;cvl7blnqat2mcdlakkphlo1ec;Min-Su Kim;Min-Su Kim;Kim Min-Su;Min-Su;Kim;Girona FC;Korea Republic;Attacker;29
73;2425;d0cbkiqifj7t3hzg3svm38844;Enric García Hurtado;Enric García;Enric García;Enric;García Hurtado;Girona FC;Spain;Midfielder;30
73;2425;d332hr4gbtsvsh1ab1bydrx90;Iker Almena Horcajo;Iker Almena;Iker Almena;Iker;Almena Horcajo;Girona FC;Spain;Attacker;30
73;2425;d7pzcnoztn30xoj5b2sr9slt6;Miguel Gutiérrez Ortega;Miguel Gutiérrez;Miguel Gutiérrez;Miguel;Gutiérrez Ortega;Girona FC;Spain;Defender;3
73;2425;dlgqk5qe96gaxeq8vu4dozyms;Gabriel Osei Misehouy;Gabriel Misehouy;G. Misehouy;Gabriel;Osei Misehouy;Girona FC;Netherlands;Midfielder;27
73;2425;dp54axygcdwqyv5rfeeinlmvo;Silvi Clua Oya;Selvi Clua;Selvi Clua;Silvi;Clua Oya;Girona FC;Spain;Midfielder;28
73;2425;dp6wja5f4zl30alplt3sf5kic;Papa Dame Ba;Papa Dame Ba;P. Ba;Papa Dame;Ba;Girona FC;Senegal;Attacker;44
73;2425;e5xv1rmy69kwuxjxin653ojqh;Abel Ruiz Ortega;Abel Ruiz;Abel Ruiz;Abel;Ruiz Ortega;Girona FC;Spain;Attacker;9
73;2425;eavhyxb9dfjh0jp5yzg8p8udx;Paulo Dino Gazzaniga Farias;Paulo Gazzaniga;P. Gazzaniga;Paulo Dino;Gazzaniga Farias;Girona FC;Argentina;Goalkeeper;13
73;2425;eonkaqrhhxzaa3nt0iena4us;Ricard Artero Ruiz;Ricard Artero;Ricard Artero;Ricard;Artero Ruiz;Girona FC;Spain;Midfielder;36
73;2425;1bdnkqbxm2u5ror7ipig5m73e;Sergio Camello Pérez;Sergio Camello;Sergio Camello;Sergio;Camello Pérez;Rayo Vallecano de Madrid;Spain;Attacker;14
73;2425;1ho7koiegfhsuevuum2meibu2;Pathé Ismaël Ciss;Pathé Ciss;P. Ciss;Pathé Ismaël;Ciss;Rayo Vallecano de Madrid;Senegal;Midfielder;6
73;2425;1jffh172t15s6ws7nou0fc251;Sergio Guardiola Navarro;Sergi Guardiola;Sergi Guardiola;Sergio;Guardiola Navarro;Rayo Vallecano de Madrid;Spain;Attacker;12
73;2425;2qauzcv74cd8uqfv2ibl52ymt;Luis Alfonso Espino García;Luis Alfonso Espino García;P. Espino;Luis Alfonso;Espino García;Rayo Vallecano de Madrid;Uruguay;Defender;22
73;2425;38dhmhce7deuqgqmc3p7nhai2;Andrei Florin Rațiu;Andrei Ratiu;A. Rațiu;Andrei Florin;Rațiu;Rayo Vallecano de Madrid;Romania;Defender;2
73;2425;3ca7tqrdasmeop6ud9zot0wdl;Isaac Palazón Camacho;Isi Palazón;Isi Palazón;Isaac;Palazón Camacho;Rayo Vallecano de Madrid;Spain;Midfielder;7
73;2425;533095rnz0k8mxqe6gzn0mfo5;Florian Grégoire Claude Lejeune;Florian Lejeune;F. Lejeune;Florian Grégoire Claude;Lejeune;Rayo Vallecano de Madrid;France;Defender;24
73;2425;63yktdky9m0aus8ebkaqzdhhx;Adrián Embarba Blázquez;Adri Embarba;Adri Embarba;Adrián;Embarba Blázquez;Rayo Vallecano de Madrid;Spain;Attacker;21
73;2425;676ehh6cwla4o9igey7qr1uqd;Óscar Guido Trejo;Óscar Trejo;Ó. Trejo;Óscar Guido;Trejo;Rayo Vallecano de Madrid;Argentina;Midfielder;8
73;2425;6xohxbkjdcqw7zc7c272i1qfo;Diego Méndez Molero;Diego Méndez;Diego Méndez;Diego;Méndez Molero;Rayo Vallecano de Madrid;Spain;Midfielder;29
73;2425;7m4ago0en2dqqctiydc48pjbo;Adrián Molina Colorado;Adrián Molina;Adrián Molina;Adrián;Molina Colorado;Rayo Vallecano de Madrid;Spain;Goalkeeper;35
73;2425;7vb4xrwk7sbgpxzgiwwbt4s89;Pedro Díaz Fanjul;Pedro Díaz;Pedro Díaz;Pedro;Díaz Fanjul;Rayo Vallecano de Madrid;Spain;Midfielder;4
73;2425;8eh38t4oyyt728co362f6uqqd;Álvaro García Rivera;Álvaro García;Álvaro García;Álvaro;García Rivera;Rayo Vallecano de Madrid;Spain;Midfielder;18
73;2425;8onruhr4es313aq52xsl7nxlh;Óscar Valentín Martín Luengo;Óscar Valentín;Óscar Valentín;Óscar;Valentín Martín Luengo;Rayo Vallecano de Madrid;Spain;Midfielder;23
73;2425;94jrxsnf1ta2u65ommyge7bo5;Aridane Hernández Umpiérrez;Aridane Hernández;Aridane Hernández;Aridane;Hernández Umpiérrez;Rayo Vallecano de Madrid;Spain;Defender;5
73;2425;9h6xf4ac4rpsjpummcdx26z9;Augusto Martín Batalla Barga;Augusto Batalla;A. Batalla;Augusto Martín;Batalla Barga;Rayo Vallecano de Madrid;Argentina;Goalkeeper;13
73;2425;9xhbpn45z9wvjidbmparzkdm1;Daniel Cárdenas Lindez;Dani Cárdenas;Dani Cárdenas;Daniel;Cárdenas Lindez;Rayo Vallecano de Madrid;Spain;Goalkeeper;1
73;2425;a045sz2acqbfgyq9puwsu8sx6;Randy Nteka;Randy Nteka;Randy Nteka;Randy;Nteka;Rayo Vallecano de Madrid;Angola;Midfielder;11
73;2425;a8g1nr2nrtkbm34v91bhz44d0;Pelayo Fernández Balboa;Pelayo Fernández;Pelayo Fernández;Pelayo;Fernández Balboa;Rayo Vallecano de Madrid;Spain;Defender;27
73;2425;amt4voyjzhnvr55t08hzlw50q;Josep María Chavarría Pérez;Pep Chavarría;Pep Chavarría;Josep María;Chavarría Pérez;Rayo Vallecano de Madrid;Spain;Defender;3
73;2425;av3b3g13pg0bx7u7dss4jq044;Sergio José Lozano Martínez;Sergio Lozano;Sergio Lozano;Sergio José;Lozano Martínez;Rayo Vallecano de Madrid;Spain;Defender;31
73;2425;bpfp895223p7w0px2ui3nb2l1;Iván Balliu Campeny;Iván Balliu;I. Balliu;Iván;Balliu Campeny;Rayo Vallecano de Madrid;Albania;Defender;20
73;2425;byaovvyzh22vsvs0iitqeciy1;Jonathan Montiel Caballero;Joni Montiel;Joni Montiel;Jonathan;Montiel Caballero;Rayo Vallecano de Madrid;Spain;Midfielder;25
73;2425;c157xhi78x9cykn7xz816bjd;Jorge de Frutos Sebastián;Jorge de Frutos;Jorge de Frutos;Jorge;de Frutos Sebastián;Rayo Vallecano de Madrid;Spain;Attacker;19
73;2425;cfmzb93gnr836gxzkraj1n14a;Juan Pedro Gil Bueno;Juan Pedro Gil Bueno;Juanpe Gil;Juan Pedro;Gil Bueno;Rayo Vallecano de Madrid;Spain;Goalkeeper;30
73;2425;cjjo9piy65xdij746y97pyl79;James David Rodríguez Rubio;James Rodríguez;J. Rodríguez;James David;Rodríguez Rubio;Rayo Vallecano de Madrid;Colombia;Midfielder;10
73;2425;diixuwl5rn7f8vjleqfqy4st1;Raúl de Tomás Gómez;Raúl de Tomás;Raúl de Tomás;Raúl;de Tomás Gómez;Rayo Vallecano de Madrid;Spain;Attacker;9
73;2425;dkv4v1sclhniph9v7g8zzi1as;Miguel Benedi Fabián;Miguel Benedi;Miguel Benedi;Miguel;Benedi Fabián;Rayo Vallecano de Madrid;Spain;Goalkeeper;40
73;2425;dwz2500ghb76s57kjjfrvsi6s;Etienne Eto'o Pineda;Etienne Eto'o Pineda;E. Eto'o;Etienne;Eto'o Pineda;Rayo Vallecano de Madrid;Cameroon;Attacker;28
73;2425;ed0t2uo6kac1nd9203f3rzdhw;Marco de las Sías López;Marco de Las Sias;Marco de las Sías;Marco;de las Sías López;Rayo Vallecano de Madrid;Spain;Defender;26
73;2425;f0a2qk3jzxercn67bben5eled;Gerard Gumbau Garriga;Gerard Gumbau;Gerard Gumbau;Gerard;Gumbau Garriga;Rayo Vallecano de Madrid;Spain;Midfielder;15
73;2425;lp63o37czdwete0smmu62k89;Khalid Abdul Mumin Suleman;Abdul Mumin;A. Mumin;Khalid Abdul;Mumin Suleman;Rayo Vallecano de Madrid;Ghana;Defender;16
73;2425;u04ao1ldrjjesgqq52o7ghqt;Unai López Cabrera;Unai López;Unai López;Unai;López Cabrera;Rayo Vallecano de Madrid;Spain;Midfielder;17
73;2425;10f06nit2xupshuz4lmazrvth;William Silva de Carvalho;William Silva de Carvalho;William Carvalho;William;Silva de Carvalho;Real Betis Balompié;Portugal;Midfielder;14
73;2425;13uxs8820y7mi31fsw1i0qxw4;Assane Diao Diaoune;Assane Diao;Assane Diao;Assane;Diao Diaoune;Real Betis Balompié;Senegal;Attacker;38
73;2425;1he0x583esqw1ka0ybc2nlz9x;Nabil Fekir;Nabil Fekir;N. Fekir;Nabil;Fekir;Real Betis Balompié;France;Attacker;8
73;2425;2b7ankpb026wngkg3hgppev6y;Francisco Barbosa Vieites;Francisco Barbosa Vieites;Fran Vieites;Francisco;Barbosa Vieites;Real Betis Balompié;Spain;Goalkeeper;25
73;2425;2r4450bqkmpcf1ogmcfhvczmy;Natan Bernardo de Souza;Natan Bernardo de Souza;Natan;Natan Bernardo;de Souza;Real Betis Balompié;Brazil;Defender;6
73;2425;2r4ox2h5r7doo3ys9ynm2nbo5;Adrián San Miguel del Castillo;Adrián San Miguel del Castillo;Adrián;Adrián;San Miguel del Castillo;Real Betis Balompié;Spain;Goalkeeper;13
73;2425;2ri663cf9ev3wiyuk73e83zf8;Rudy Seimao Erolde Kohon;Rudy Kohon;R. Kohon;Rudy Seimao Erolde;Kohon;Real Betis Balompié;France;Defender;45
73;2425;30ed2aojjzmqigq6vkcrzc8pg;Jesús Rodríguez Caraballo;Jesús Rodríguez;Jesús Rodríguez;Jesús;Rodríguez Caraballo;Real Betis Balompié;Spain;Attacker;36
73;2425;38igxi5sn8v00xtciwhqb44fe;Iker Losada Aragunde;Iker Losada;Iker Losada;Iker;Losada Aragunde;Real Betis Balompié;Spain;Attacker;19
73;2425;3e8mxxfs5q7gt4lg2beqpkwyd;Héctor Bellerín Moruno;Héctor Bellerín;Héctor Bellerín;Héctor;Bellerín Moruno;Real Betis Balompié;Spain;Defender;2
73;2425;3t777wlfc7hoepgiwwkuhoqok;Carlos Guirao Mora;Carlos Guirao;Carlos Guirao;Carlos;Guirao Mora;Real Betis Balompié;Spain;Midfielder;34
73;2425;3ub05nnpt9o7s387z6oj8vf56;João Lucas de Souza Cardoso;Johnny Cardoso;J. Cardoso;João Lucas;de Souza Cardoso;Real Betis Balompié;USA;Midfielder;4
73;2425;45s1v9805id09m5zkcylueod1;Francisco Román Alarcón Suárez;Francisco Román Alarcón Suárez;Isco;Francisco Román;Alarcón Suárez;Real Betis Balompié;Spain;Midfielder;22
73;2425;49su8lzq2a7g0ufuwx7v199n8;Guilherme Sousa Carvalho Fernandes;Guilherme Sousa Carvalho Fernandes;Guilherme Fernandes;Guilherme;Sousa Carvalho Fernandes;Real Betis Balompié;Portugal;Goalkeeper;31
73;2425;4egqrl50kuc2mh20lwiz4f1n8;Lucas Alcázar Moreno;Lucas Alcázar;Lucas Alcázar;Lucas;Alcázar Moreno;Real Betis Balompié;Spain;Defender;43
73;2425;4r6jcuotjs6rz8iwu20996z85;Marc Roca Junqué;Marc Roca;Marc Roca;Marc;Roca Junqué;Real Betis Balompié;Spain;Midfielder;21
73;2425;5di559c44era51ux5cpucpwr8;Carlos Reina Luengo;Carlos Reina;Carlos Reina;Carlos;Reina Luengo;Real Betis Balompié;Spain;Midfielder;47
73;2425;5lsx1d5uu8hu6x6a2eocqhvys;Pablo García Fernández;Pablo García;Pablo García;Pablo;García Fernández;Real Betis Balompié;Spain;Attacker;52
73;2425;5o07mnpidavbe0hqoqzwgom50;Sergi Altimira Clavell;Sergi Altimira;Sergi Altimira;Sergi;Altimira Clavell;Real Betis Balompié;Spain;Midfielder;16
73;2425;65kdmxquwdxrllbn3syynhf6c;Xavier Pleguezuelo Selva;Xavier Pleguezuelo;Xavi Pleguezuelo;Xavier;Pleguezuelo Selva;Real Betis Balompié;Spain;Defender;33
73;2425;67qku7vyvbw76086eu05nowd1;Romain Paul Jean-Michel Perraud;Romain Perraud;R. Perraud;Romain Paul Jean-Michel;Perraud;Real Betis Balompié;France;Defender;15
73;2425;6aix9yu384pv1caanqiol231l;Pablo Fornals Malla;Pablo Fornals;Pablo Fornals;Pablo;Fornals Malla;Real Betis Balompié;Spain;Midfielder;18
73;2425;74z66mnnh5ipu13ihlqtun40k;Vitor Hugo Roque Ferreira;Vitor Hugo Roque Ferreira;Vitor Roque;Vitor Hugo;Roque Ferreira;Real Betis Balompié;Brazil;Attacker;8
73;2425;7x4eg9m0ikbokn9x4nzyt2jv8;Mateo Flores Lozano;Mateo Flores;Mateo Flores;Mateo;Flores Lozano;Real Betis Balompié;Spain;Midfielder;46
73;2425;8aao79b1g77c5jhp1n0w60xrd;Juan Camilo Hernández Suárez;Cucho Hernández;C. Hernández;Juan Camilo;Hernández Suárez;Real Betis Balompié;Colombia;Attacker;19
73;2425;9226xt1t1m3fy4ob9l2r16609;Aitor Ruibal García;Aitor Ruibal;Aitor Ruibal;Aitor;Ruibal García;Real Betis Balompié;Spain;Attacker;24
73;2425;96cbv23es0gucmd2v0qvk3iwa;Abdessamad Ezzalzouli;Abde Ezzalzouli;A. Ezzalzouli;Abdessamad;Ezzalzouli;Real Betis Balompié;Morocco;Attacker;10
73;2425;9ak3zczupeken1itsmkherbh1;Ricardo Iván Rodríguez Araya;Ricardo Rodríguez;R. Rodríguez;Ricardo Iván;Rodríguez Araya;Real Betis Balompié;Switzerland;Defender;12
73;2425;9ao7l82r1xd2rjnvv5u6plcr9;Diego Javier Llorente Ríos;Diego Llorente;Diego Llorente;Diego Javier;Llorente Ríos;Real Betis Balompié;Spain;Defender;3
73;2425;9jxofpmrfh2lil77f9xj22kiy;Rodrigo Sánchez Rodríguez;Rodrigo Sánchez Rodríguez;Rodri;Rodrigo;Sánchez Rodríguez;Real Betis Balompié;Spain;Attacker;17
73;2425;a24dxruwjscj8tkodcucmpt78;Pablo Busto González;Pablo Busto;Pablo Busto;Pablo;Busto González;Real Betis Balompié;Spain;Defender;42
73;2425;a68fosxpgtyxj64ex9f6nget;Cédric Bakambu;Cédric Bakambu;C. Bakambu;Cédric;Bakambu;Real Betis Balompié;Congo DR;Attacker;11
73;2425;bdbqu8d13otbx5jt3lsv3qq6s;Daniel Pérez Guerrero;Dani Pérez;Dani Pérez;Daniel;Pérez Guerrero;Real Betis Balompié;Spain;Midfielder;37
73;2425;c4je25rkbg2n45xs5iurevhlh;Juan Miguel Jiménez López;Juan Miguel Jiménez López;Juanmi;Juan Miguel;Jiménez López;Real Betis Balompié;Spain;Attacker;7
73;2425;c4wx7risg0lyltx52as4tuihg;Sergio Arribas Prieto;Sergio Arribas;Sergio Arribas;Sergio;Arribas Prieto;Real Betis Balompié;Spain;Defender;57
73;2425;cd0w7dewgwkiiqkg0jty8ae50;Ángel Ortiz Monterrey;Ángel Ortiz;Ángel Ortiz;Ángel;Ortiz Monterrey;Real Betis Balompié;Spain;Defender;40
73;2425;cdsidpd0i3ub2tvw47qt813x0;Nobel Mendy;Nobel Mendy;N. Mendy;Nobel;Mendy;Real Betis Balompié;Senegal;Defender;32
73;2425;cuxm7t8cql3v06hqf18wvcul1;Luis Ezequiel Ávila;Chimy Ávila;C. Ávila;Luis Ezequiel;Ávila;Real Betis Balompié;Argentina;Attacker;9
73;2425;dh2wmerftfg5e3tydgykp4dg4;Germán García Fernández;Germán García;Germán García;Germán;García Fernández;Real Betis Balompié;Spain;Goalkeeper;30
73;2425;dhtb9gizk25k1u3h0b7xgy4tl;Giovani Lo Celso;Giovani Lo Celso;G. Lo Celso;Giovani;Lo Celso;Real Betis Balompié;Argentina;Midfielder;20
73;2425;dy5c8qikqptm7cdjqmiodvqqc;Marcos Fernández Sánchez;Marcos Fernández;Marcos Fernández;Marcos;Fernández Sánchez;Real Betis Balompié;Spain;Attacker;44
73;2425;e3unbekvmnrnv6g6mmm46eu50;Manuel González Pallarés;Manu González;Manu González;Manuel;González Pallarés;Real Betis Balompié;Spain;Goalkeeper;41
73;2425;euy1s0xo19019kegzcpp1gez9;Youssouf Sabaly;Youssouf Sabaly;Y. Sabaly;Youssouf;Sabaly;Real Betis Balompié;Senegal;Defender;23
73;2425;evpjdko94awbqbbl5wl9hto7p;Marc Bartra Aregall;Marc Bartra;Marc Bartra;Marc;Bartra Aregall;Real Betis Balompié;Spain;Defender;5
73;2425;s96k2x2cts0vo6y6aaeui5zp;Rui Tiago Dantas da Silva;Rui Tiago Dantas da Silva;Rui Silva;Rui Tiago;Dantas da Silva;Real Betis Balompié;Portugal;Goalkeeper;1
73;2425;v22q59d00b5v78rgx7v8z3vu;Antony Matheus dos Santos;Antony Matheus dos Santos;Antony;Antony Matheus;dos Santos;Real Betis Balompié;Brazil;Attacker;7
73;2425;18mddnpa54ygoaefaj0c5obf9;Mihailo Ristić;Mihailo Ristic;M. Ristić;Mihailo;Ristić;Real Club Celta de Vigo;Serbia;Defender;21
73;2425;1lym8zscp7l8icay2cya7cauh;Lucas Daniel de la Torre;Luca de la Torre;L. de la Torre;Lucas Daniel;de la Torre;Real Club Celta de Vigo;USA;Midfielder;14
73;2425;1p0xp2onnys7jlru55vfgf1pm;Anastasios Douvikas;Tasos Douvikas;T. Douvikas;Anastasios;Douvikas;Real Club Celta de Vigo;Greece;Attacker;9
73;2425;23oysjfutg5xy1f3o9bapnmxh;Javier Manquillo Gaitán;Javier Manquillo;Javier Manquillo;Javier;Manquillo Gaitán;Real Club Celta de Vigo;Spain;Defender;22
73;2425;38igxi5sn8v00xtciwhqb44fe;Iker Losada Aragunde;Iker Losada;Iker Losada;Iker;Losada Aragunde;Real Club Celta de Vigo;Spain;Attacker;14
73;2425;3qrk8nw6nc8o96n7jr1az21ux;Joseph Aidoo;Joseph Aidoo;J. Aidoo;Joseph;Aidoo;Real Club Celta de Vigo;Ghana;Defender;15
73;2425;3sy16pz110zmyq073ao24l1ck;Carlos Domínguez Cáceres;Carlos Domínguez;Carlos Domínguez;Carlos;Domínguez Cáceres;Real Club Celta de Vigo;Spain;Defender;24
73;2425;4bgaa4ylewedh4roya90y39qs;Martín Conde Gómez;Tincho Conde;Tincho Conde;Martín;Conde Gómez;Real Club Celta de Vigo;Spain;Defender;36
73;2425;530jf9kq6s7dqggz6how0lt04;Jones El Abdellaoui;Jones El Abdellaoui;J. El Abdellaoui;Jones;El Abdellaoui;Real Club Celta de Vigo;Morocco;Attacker;39
73;2425;59ndqnsvggsoek170rdqyd1w5;Iván Villar Martínez;Iván Villar;Iván Villar;Iván;Villar Martínez;Real Club Celta de Vigo;Spain;Goalkeeper;1
73;2425;5ez2huoeh2g3ijpgr7m15lg5;Franco Emanuel Cervi;Franco Cervi;F. Cervi;Franco Emanuel;Cervi;Real Club Celta de Vigo;Argentina;Midfielder;11
73;2425;5tc1y5n3h4ties7gbc3zd9j6y;Sergio Carreira Vilariño;Sergio Carreira;Sergio Carreira;Sergio;Carreira Vilariño;Real Club Celta de Vigo;Spain;Defender;5
73;2425;64ctdbd0w5ikj0fkcuu9jdbhm;Moriba Kourouma Kourouma;Moriba Kourouma Kourouma;I. Moriba;Moriba;Kourouma Kourouma;Real Club Celta de Vigo;Guinea;Midfielder;6
73;2425;6frk0m671zx9l84m2gy1iu6i2;César Fernández González;César Fernández;César Fernández;César;Fernández González;Real Club Celta de Vigo;Spain;Goalkeeper;27
73;2425;6mgwcjden6vbuyrcexaxu9ogk;Tadeo Allende;Tadeo Allende;T. Allende;Tadeo;Allende;Real Club Celta de Vigo;Argentina;Attacker;23
73;2425;6q341ss6es4r2m1o5s5e80nbo;Yoel Lago Amil;Yoel Lago;Yoel Lago;Yoel;Lago Amil;Real Club Celta de Vigo;Spain;Defender;29
73;2425;722mplfqv94e5tvektbvbclwp;Jailson Marques Siqueira;Jailson Marques Siqueira;Jailson;Jailson;Marques Siqueira;Real Club Celta de Vigo;Brazil;Midfielder;16
73;2425;79n0dyjagmleor1fpwl25qql0;Javier Rodríguez Galiano;Javi Rodríguez;Javi Rodríguez;Javier;Rodríguez Galiano;Real Club Celta de Vigo;Spain;Defender;32
73;2425;7lo14fnq32yyyqql6jws5w3xl;Alfonso González Martínez;Alfon González;Alfon González;Alfonso;González Martínez;Real Club Celta de Vigo;Spain;Attacker;12
73;2425;81fw03v34t2u3xnwq5gpdbpck;Damián Rodríguez Sousa;Damián Rodríguez;Damián Rodríguez;Damián;Rodríguez Sousa;Real Club Celta de Vigo;Spain;Midfielder;25
73;2425;8k88isvd2hwr5e4gn9oxzr2t;Vicente Guaita Panadero;Vicente Guaita;Vicente Guaita;Vicente;Guaita Panadero;Real Club Celta de Vigo;Spain;Goalkeeper;13
73;2425;9g4ojrys88awchyj6zgmd6oes;Fernando López González;Fer López;Fer López;Fernando;López González;Real Club Celta de Vigo;Spain;Midfielder;28
73;2425;9i7lb16qty1t21bnc5h7skclx;Marcos Alonso Mendoza;Marcos Alonso;Marcos Alonso;Marcos;Alonso Mendoza;Real Club Celta de Vigo;Spain;Defender;20
73;2425;9ksvo095xi2t4q4pvgxa836z8;Pablo Durán Fernández;Pablo Durán;Pablo Durán;Pablo;Durán Fernández;Real Club Celta de Vigo;Spain;Attacker;18
73;2425;a35r6fa79ipqqktiff3uhz6j9;Jonathan Fousseni Bamba;Jonathan Bamba;J. Bamba;Jonathan Fousseni;Bamba;Real Club Celta de Vigo;Côte d'Ivoire;Attacker;17
73;2425;a39ntr1ek9aavke18yucd0r2s;Miguel Román González;Miguel Román;Miguel Román;Miguel;Román González;Real Club Celta de Vigo;Spain;Midfielder;34
73;2425;b9gvtejjtt3vqukvdeuuo1eqx;Marc Vicente Vidal Girona;Marc Vidal;Marc Vidal;Marc Vicente;Vidal Girona;Real Club Celta de Vigo;Spain;Goalkeeper;26
73;2425;bmcz7nkdpxopn3g89dekqa8a2;Jorge Carrillo Balea;Coke Carrillo;Coke Carrillo;Jorge;Carrillo Balea;Real Club Celta de Vigo;Spain;Goalkeeper;35
73;2425;c3sl9ajm4q424r4u37iath3hl;Óscar Mingueza García;Óscar Mingueza;Óscar Mingueza;Óscar;Mingueza García;Real Club Celta de Vigo;Spain;Defender;3
73;2425;c60m17adgxbewkrzizwtzd91w;Hugo Sotelo Gómez;Hugo Sotelo;Hugo Sotelo;Hugo;Sotelo Gómez;Real Club Celta de Vigo;Spain;Midfielder;4
73;2425;cksi669gcnskpytzh70a43it;Carl Anders Theodor Starfelt;Carl Starfelt;C. Starfelt;Carl Anders Theodor;Starfelt;Real Club Celta de Vigo;Sweden;Defender;2
73;2425;cs2yx3hiqjsb4i5ul2r5kmdat;Iago Aspas Juncal;Iago Aspas;Iago Aspas;Iago;Aspas Juncal;Real Club Celta de Vigo;Spain;Attacker;10
73;2425;d12m2oz1lomkc1qxmpht38lat;Borja Iglesias Quintás;Borja Iglesias;Borja Iglesias;Borja;Iglesias Quintás;Real Club Celta de Vigo;Spain;Attacker;7
73;2425;daid84a2zbh8rasleahdp8nis;Hugo Álvarez Antúnez;Hugo Álvarez;Hugo Álvarez;Hugo;Álvarez Antúnez;Real Club Celta de Vigo;Spain;Midfielder;23
