league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2of0ec1j3qlwnm140nciptixg;lev-ala;G;4grc9qgcvusllap8h5j6gc5h5;87:53;cbh5v5yi380uvbt5z2xbxemfo;Carlos Espí;;
73;2526;2of0ec1j3qlwnm140nciptixg;lev-ala;G;4grc9qgcvusllap8h5j6gc5h5;96:07;cbh5v5yi380uvbt5z2xbxemfo;Carlos Espí;bl3o0pt262qax5cwv4jeu82s4;K. Etta Eyong
