league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;G;7h7eg7q7dbwvzww78h9d5eh0h;1:39;ejcyvgclry4g5pc2rtptifphx;T. Lemar;eku9q64i0rwdxytris5ahfyms;Hugo Rincón
73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;G;10eyb18v5puw4ez03ocaug09m;91:47;9nwkxgbl8t933pzu60ye4xxxw;Kike Salas;;
