league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2l0hlraqbbo3sgfhtv0iaa49g;cel-mll;PG;6f27yvbqcngegwsg2ozxxdj4;84:31;cs2yx3hiqjsb4i5ul2r5kmdat;Iago Aspas;;
73;2526;2l0hlraqbbo3sgfhtv0iaa49g;cel-mll;G;6f27yvbqcngegwsg2ozxxdj4;94:51;cs2yx3hiqjsb4i5ul2r5kmdat;Iago Aspas;e91yegwfliqhfy9yyk19otafo;W. Swedberg
