league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2h7d8ukaxlbxzfalz2jej5us4;sev-ala;G;10eyb18v5puw4ez03ocaug09m;41:29;7cdiijsvnfc7tafy0zkf4uz9;D. Sow;;
73;2526;2h7d8ukaxlbxzfalz2jej5us4;sev-ala;G;4dtdjgnpdq9uw4sdutti0vaar;59:10;1nd8l0ofw9x779c0ufwbbo4ph;Toni Martínez;eiqt71z69beq7akuhot0foset;Carles Aleñá
