league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2cbrliiyprq7a205rp3w1qz9w;ala-get;G;1n1j0wsl763lq7ee1k0c11c02;52:21;cei4ujo2jqzc9f0tmi8xgll62;L. Vázquez;ch1lxxbn01at4jmkafy4uevh1;Luis Milla
73;2526;2cbrliiyprq7a205rp3w1qz9w;ala-get;PG;1n1j0wsl763lq7ee1k0c11c02;71:01;5gorfhj7uwpomrhlso1krxrkl;M. Arambarri;;
