league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2hktnqo0d8lx8h65s2ac67ac4;get-sev;G;10eyb18v5puw4ez03ocaug09m;63:11;7cdiijsvnfc7tafy0zkf4uz9;D. Sow;6mf11pv0pfvyl9vom1i1pi0yy;A. Adams
