league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2ieudkqygyu0aa32xvmgllc7o;vil-val;PG;ba5e91hjacvma2sjvixn00pjo;26:23;blvf8qsi6iy6ejyer58okyxka;L. Ramazani;;
73;2526;2ieudkqygyu0aa32xvmgllc7o;vil-val;G;74mcjsm72vr3l9pw2i4qfjchj;30:48;b5rea5r4h8bclpenau2au142x;Santi Comesaña;;
73;2526;2ieudkqygyu0aa32xvmgllc7o;vil-val;PG;74mcjsm72vr3l9pw2i4qfjchj;50:06;ekm47qd8w1x0456lm1tmf5re1;P. Gueye;;
