league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2osbe65qugeqj4btj6y4t4pas;ray-ath;G;3budh3j9xivsid3ptm8ptpy4k;34:32;c157xhi78x9cykn7xz816bjd;Jorge de Frutos;;
73;2526;2osbe65qugeqj4btj6y4t4pas;ray-ath;G;3czravw89omgc9o4s0w3l1bg5;46:34;ddvvwqxpsqqboupi3gx1ijhed;I. Williams;do5tibysnhbnbw18nwdo39kut;Alex Berenguer
