league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;2o1qezfdq50juhi4b82nyesk4;mll-rso;G;63f5h8t5e9qm1fqmvfkb23ghh;35:36;dsmcqfl0e1be4ag7czbnolo15;Carlos Soler;;
