league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2526;28z661pl07w40fr1in36f97o4;mll-sev;PG;50x1m4u58lffhq6v6ga1hbxmy;25:41;3pwr7lqvo4o08c4nvzqpuue39;V. Muriqi;;
73;2526;28z661pl07w40fr1in36f97o4;mll-sev;G;10eyb18v5puw4ez03ocaug09m;45:42;xu7mykgl15kaib3olilmsez9;N. Maupay;42laa1qwbzlcruyrmlg5o1fu2;Peque Fernández
73;2526;28z661pl07w40fr1in36f97o4;mll-sev;G;50x1m4u58lffhq6v6ga1hbxmy;52:24;1km9nvqz03yoj9cxpv127id7u;Samú Costa;;
73;2526;28z661pl07w40fr1in36f97o4;mll-sev;G;50x1m4u58lffhq6v6ga1hbxmy;73:08;7xmaybxu4zd5k338bi3drkxcl;Sergi Darder;3pwr7lqvo4o08c4nvzqpuue39;V. Muriqi
73;2526;28z661pl07w40fr1in36f97o4;mll-sev;G;50x1m4u58lffhq6v6ga1hbxmy;95:39;5kodjbsarkql4vhs126p2vhwq;Pablo Torre;9d4cokmqyy9vabji5g0ascavo;Mateo Joseph
