league;season;id;name;short_name;match_name;first_name;last_name;team;nationality;position;shirt_number
73;2526;c7i0lduij4vsnluxisdnaxsk5;Antonio Sivera Salvá;Antonio Sivera;Antonio Sivera;Antonio;Sivera Salvá;Deportivo Alavés;Spain;Goalkeeper;1
73;2526;cme92rbmqszu51sjm99ho8a21;Ander Guevara Lajo;Ander Guevara;Ander Guevara;Ander;Guevara Lajo;Deportivo Alavés;Spain;Midfielder;6
73;2526;d113ljlwz4uaqd7uk8t2pidat;Raúl Fernández-Cavada Mateos;Raúl Fernández;Raúl Fernández;Raúl;Fernández-Cavada Mateos;Deportivo Alavés;Spain;Goalkeeper;13
73;2526;drrhh40iph6dozowkv50abtw4;Grégoire Jean Stanislas Świderski;Grégoire Swiderski;G. Świderski;Grégoire Jean Stanislas;Świderski;Deportivo Alavés;Canada;Goalkeeper;31
73;2526;eiqt71z69beq7akuhot0foset;Carles Aleña Castillo;Carles Aleñá;Carles Aleñá;Carles;Aleña Castillo;Deportivo Alavés;Spain;Midfielder;10
73;2526;eqw6fu3no9qxejk17tqgeey5m;Pablo Ibáñez Lumbreras;Pablo Ibáñez;Pablo Ibáñez;Pablo;Ibáñez Lumbreras;Deportivo Alavés;Spain;Midfielder;19
73;2526;eufpzdp76oumhybvscmu76vo5;Mariano Díaz Mejía;Mariano Díaz;M. Díaz;Mariano;Díaz Mejía;Deportivo Alavés;Dominican Republic;Attacker;9
73;2526;evyeubmelkx90xby5p9i38woa;Calebe Gonçalves Ferreira da Silva;Calebe Gonçalves Ferreira da Silva;Calebe;Calebe;Gonçalves Ferreira da Silva;Deportivo Alavés;Brazil;Midfielder;20
73;2526;1filh68q6hdk921qkdo7rsvmc;Rodrigo Mendoza Martinez Moya;Rodrigo Mendoza;Rodrigo Mendoza;Rodrigo;Mendoza Martinez Moya;Elche CF;Spain;Midfielder;30
73;2526;1i9mqbswolg91evnmsrf5katx;José Antonio Morente Oliva;José Antonio Morente Oliva;Tete Morente;José Antonio;Morente Oliva;Elche CF;Spain;Attacker;15
73;2526;1shws5hqogav06tvx8xm5ofe1;Bambo Diaby Diaby;Bambo Diaby;Bambo Diaby;Bambo;Diaby Diaby;Elche CF;Spain;Defender;4
73;2526;1zpt144smsq4ggjpvfhq55udw;Ali Houary Jeddoub;Ali Houary;A. Houary;Ali;Houary Jeddoub;Elche CF;Morocco;Attacker;35
73;2526;2b231y5sxluy2p7lv5kywv4ve;Yago de Santiago Alonso;Yago Santiago;Yago Santiago;Yago;de Santiago Alonso;Elche CF;Spain;Attacker;7
73;2526;2i7l7343hvxwlzytr57th52sq;Alejandro Iturbe Encabo;Alejandro Iturbe;Alejandro Iturbe;Alejandro;Iturbe Encabo;Elche CF;Spain;Goalkeeper;45
73;2526;33r4ae8aivh27ho0ix9mnkedx;Pedro Bigas Rigo;Pedro Bigas;Pedro Bigas;Pedro;Bigas Rigo;Elche CF;Spain;Defender;6
73;2526;4mxx1oxkiexm0ha34utcmb17t;Ignacio Peña Sotorres;Iñaki Peña;Iñaki Peña;Ignacio;Peña Sotorres;Elche CF;Spain;Goalkeeper;13
73;2526;4sojot9t32l4a6fm3e39xkcfd;Rafael Mir Vicente;Rafa Mir;Rafa Mir;Rafael;Mir Vicente;Elche CF;Spain;Attacker;10
73;2526;56svek42y9qvpnddr2yicqsd0;Alex Herráiz Moll;Alex Herraiz;Alex Herráiz;Alex;Herráiz Moll;Elche CF;Spain;Midfielder;43
73;2526;5mgmcero3ui4a24v1w1upx3sa;Germán Valera Karabinaite;Germán Valera;Germán Valera;Germán;Valera Karabinaite;Elche CF;Spain;Attacker;11
73;2526;5vhzmnmuqn2qe1sh3gyyfhgr8;Nicolás Salvador Estrada;Nico Salvador;Nico Salvador;Nicolás;Salvador Estrada;Elche CF;Spain;Defender;36
73;2526;6393aj09nl7hfqvwwgey5nuac;Daniel Ballesteros Fernández;Daniel Ballesteros Fernández;Piri;Daniel;Ballesteros Fernández;Elche CF;Spain;Attacker;29
73;2526;6rzrm014275nj2yril0awe1as;Nordin Al lal Milud;Nordin Al Lal;N. Al Lal;Nordin;Al lal Milud;Elche CF;Morocco;Attacker;34
73;2526;7o7vwlqxknci1fymzkn9hug6i;David Affengruber;David Affengruber;D. Affengruber;David;Affengruber;Elche CF;Austria;Defender;22
73;2526;7puhnubgzx4mxzlyp001r30us;David Delgado Hernandez;David Delgado;David Delgado;David;Delgado Hernandez;Elche CF;Spain;Defender;31
73;2526;8nbnru9t2qxaotxw0hiaocdt5;Víctor Chust García;Victor Chust;Víctor Chust;Víctor;Chust García;Elche CF;Spain;Defender;23
73;2526;8rgy29sd9okehwq8bzyb3v0t1;Matías Ezequiel Dituro Curto;Matías Dituro;M. Dituro;Matías Ezequiel;Dituro Curto;Elche CF;Argentina;Goalkeeper;1
73;2526;8rprxly1blrhq9cwhfqoheeax;Adrià Giner Pedrosa;Adrià Pedrosa;Adrià Pedrosa;Adrià;Giner Pedrosa;Elche CF;Spain;Defender;3
73;2526;8xjdsfk5u7wph4o7h1w45dses;Héctor Fort García;Héctor Fort;Héctor Fort;Héctor;Fort García;Elche CF;Spain;Defender;39
73;2526;8y66zoifltytsxi0susqxpfys;Albert Constantin Niculăesei Plesca;Albert Niculaesei;A. Niculăesei;Albert Constantin;Niculăesei Plesca;Elche CF;Romania;Defender;27
73;2526;90ga4jxu6ydpoliajft8w9y39;Aleix Febas Pérez;Aleix Febas;Aleix Febas;Aleix;Febas Pérez;Elche CF;Spain;Midfielder;14
73;2526;9rr6g0wel9f0noof3d9dwrehg;Adam Boayar Benaisa;Adam Boayar;A. El Mokhtari;Adam;Boayar Benaisa;Elche CF;Morocco;Attacker;32
73;2526;9wtl0fxz5zhhw4zms6l2a8z6c;Antonio Martínez Bastida;Antonio Martínez;Antonio Martínez;Antonio;Martínez Bastida;Elche CF;Spain;Midfielder;37
73;2526;ac5f9msbvijksbq5s2ivwh979;José Antonio Ferrández Pomares;José Antonio Ferrández Pomares;Josan;José Antonio;Ferrández Pomares;Elche CF;Spain;Midfielder;17
73;2526;anzk8a183bh3gf3gcuz0v0tuc;Aboubacar Sangaré Traoré;Buba Sangaré;Buba Sangaré;Aboubacar;Sangaré Traoré;Elche CF;Spain;Defender;42
73;2526;b8yk8yve4u39s9gjjvedzf6l0;Federico Redondo Solari;Federico Redondo;F. Redondo;Federico;Redondo Solari;Elche CF;Argentina;Midfielder;5
73;2526;bh4a2zneilpvi1t7etuhkfl61;Gonzalo Villar del Fraile;Gonzalo Villar;Gonzalo Villar;Gonzalo;Villar del Fraile;Elche CF;Spain;Midfielder;12
73;2526;brq1c6v8jrr3akto5ivvfl4pg;Bema Sina;Bema Sina;B. Sina;Bema;Sina;Elche CF;Ghana;Defender;26
73;2526;clrlsy05spf55w39f84b7p3sa;John Chetauya Nwankwo Donald Okeh;John Donald;John Donald;John Chetauya;Nwankwo Donald Okeh;Elche CF;Spain;Defender;18
73;2526;coiof0pcf90xmyoea9ktrdn9w;Alejandro Sánchez Mantecón;Alejandro Sánchez Mantecón;Alex Sánchez;Alejandro;Sánchez Mantecón;Elche CF;Spain;Attacker;38
73;2526;d87uduceapind7lgv6273xedw;Lucas Antonio Cepeda Barturen;Lucas Cepeda;L. Cepeda;Lucas Antonio;Cepeda Barturen;Elche CF;Chile;Attacker;24
73;2526;dce6e4b9ckqkxj1zpsh8poz55;Grady George Diangana;Grady Diangana;G. Diangana;Grady George;Diangana;Elche CF;Congo DR;Attacker;19
73;2526;dfss2zdkn61bbq312zhxlddyh;Léo Pétrot;Léo Pétrot;L. Pétrot;Léo;Pétrot;Elche CF;France;Defender;21
73;2526;dhhmffih4gl51nlu92hfctqs5;André Miguel Valente da Silva;André Miguel Valente da Silva;André Silva;André Miguel;Valente da Silva;Elche CF;Portugal;Attacker;9
73;2526;dkdy6ighxc2j05suqc2odry3u;Martim Carvalho Neto;Martim Carvalho Neto;Martim Neto;Martim;Carvalho Neto;Elche CF;Portugal;Midfielder;16
73;2526;e1g4cho31825bw7apvh9xr0x6;Álvaro Núñez Cobo;Álvaro Núñez;Álvaro Núñez;Álvaro;Núñez Cobo;Elche CF;Spain;Defender;15
73;2526;osme4gegtnhlldt4lsqf56ac;Álvaro Daniel Rodríguez Muñoz;Álvaro Rodríguez;Á. Rodríguez;Álvaro Daniel;Rodríguez Muñoz;Elche CF;Uruguay;Attacker;20
73;2526;z0qe6u5fvgrjy0jzk1qhbgq2;Marc Aguado Pallarés;Marc Aguado;Marc Aguado;Marc;Aguado Pallarés;Elche CF;Spain;Midfielder;8
73;2526;1av9mmv19jwvc4xdr0p9owyxh;Andreas Bødtker Christensen;Andreas Christensen;A. Christensen;Andreas;Bødtker Christensen;FC Barcelona;Denmark;Defender;15
73;2526;1jpq7xvsg1xh51ff03qukrj84;Xavi Espart Font;Xavi Espart;Xavi Espart;Xavi;Espart Font;FC Barcelona;Spain;Defender;42
73;2526;29pq64smaxdwlraopnxoleqxh;João Pedro Cavaco Cancelo;João Pedro Cavaco Cancelo;João Cancelo;João Pedro;Cavaco Cancelo;FC Barcelona;Portugal;Defender;2
73;2526;2e55g4q93y382cg7h0yk5rtud;Marc-André ter Stegen;Marc-André ter Stegen;M. ter Stegen;Marc-André;ter Stegen;FC Barcelona;Germany;Goalkeeper;1
73;2526;2szgrzcosfeifh664tgt3mfvt;Ferran Torres García;Ferran Torres;Ferran Torres;Ferran;Torres García;FC Barcelona;Spain;Attacker;7
73;2526;2wl6h1rlrfnn2mr65vuo3t815;Raphael Dias Belloli;Raphael Dias Belloli;Raphinha;Raphael;Dias Belloli;FC Barcelona;Brazil;Attacker;11
73;2526;30pqkknatgokvb4ezeesbc00k;Jofre Torrents Salvat;Jofre Torrents;Jofre Torrents;Jofre;Torrents Salvat;FC Barcelona;Spain;Defender;26
73;2526;3hht0os2uzu234yq550i3fbe2;Marc Casadó Torras;Marc Casadó;Marc Casadó;Marc;Casadó Torras;FC Barcelona;Spain;Midfielder;17
73;2526;4et6r42e7q2ojgaumwnua2kgk;Marc Bernal Casas;Marc Bernal;Marc Bernal;Marc;Bernal Casas;FC Barcelona;Spain;Midfielder;22
73;2526;4ftlhtels58lyzfluwofzwxuy;Pedro González López;Pedro González López;Pedri;Pedro;González López;FC Barcelona;Spain;Midfielder;8
73;2526;4ggz7e009bq3yltc9o6mifbah;Eric García Martret;Eric García;Eric García;Eric;García Martret;FC Barcelona;Spain;Defender;24
73;2526;4gq1u1mqg0qzekh1u5djleeax;Daniel Olmo Carvajal;Dani Olmo;Dani Olmo;Daniel;Olmo Carvajal;FC Barcelona;Spain;Midfielder;20
73;2526;4mxx1oxkiexm0ha34utcmb17t;Ignacio Peña Sotorres;Iñaki Peña;Iñaki Peña;Ignacio;Peña Sotorres;FC Barcelona;Spain;Goalkeeper;1
73;2526;5f8kjgsaabn2li5r7bvpebbsa;Joan García Pons;Joan García;Joan García;Joan;García Pons;FC Barcelona;Spain;Goalkeeper;13
73;2526;604osk9a3lxpfpkavuziqmn6x;Marcus Rashford;Marcus Rashford;M. Rashford;Marcus;Rashford;FC Barcelona;England;Attacker;14
73;2526;66psa7xh8odnlp39ue5vzpes4;Roony Bardghji;Roony Bardghji;R. Bardghji;Roony;Bardghji;FC Barcelona;Sweden;Attacker;19
73;2526;6l1y87tlepsvr83d8y2qifeqy;Gerard Martín Langreo;Gerard Martín;Gerard Martín;Gerard;Martín Langreo;FC Barcelona;Spain;Defender;18
73;2526;6ofu6yc2qwp5ii9cerdq1tk9h;Wojciech Tomasz Szczęsny;Wojciech Szczesny;W. Szczęsny;Wojciech Tomasz;Szczęsny;FC Barcelona;Poland;Goalkeeper;25
73;2526;6q1ofxh5tagpzb5wn7tlgyot0;Eder Aller González;Eder Aller;Eder Aller;Eder;Aller González;FC Barcelona;Spain;Goalkeeper;33
73;2526;7mjo06umurrnp6wxg2gxgwems;Juan Hernández Torres;Juan Hernández;Juan Hernández;Juan;Hernández Torres;FC Barcelona;Spain;Midfielder;41
73;2526;7p8e6lrg50niibeabywbqcgt0;Daniel Rodríguez Crespo;Dani Rodríguez;Dani Rodríguez;Daniel;Rodríguez Crespo;FC Barcelona;Spain;Attacker;37
73;2526;9s5uadkz3qy2nke745778dfys;Diego Kochen;Diego Kochen;D. Kochen;Diego;Kochen;FC Barcelona;USA;Goalkeeper;31
73;2526;9sanzxzkj52vz1mqj1d7g08b8;Antonio Fernández Casino;Toni Fernández;Toni Fernández;Antonio;Fernández Casino;FC Barcelona;Spain;Attacker;29
73;2526;abr79wsl0folgkyvl821ggs2c;Lamine Yamal Nasraoui Ebana;Lamine Yamal Nasraoui Ebana;Lamine Yamal;Lamine Yamal;Nasraoui Ebana;FC Barcelona;Spain;Attacker;10
73;2526;afxjicw89683nlpms9yy5x51x;Robert Lewandowski;Robert Lewandowski;R. Lewandowski;Robert;Lewandowski;FC Barcelona;Poland;Attacker;9
73;2526;atdg5275m47swrm5nrip8m9lg;Tomás Noël Marqués Morera;Tomás Marqués;Tomás Marqués;Tomás Noël;Marqués Morera;FC Barcelona;Spain;Midfielder;43
73;2526;awsod0zmnrukk21d4882ji7e1;Ronald Federico Araujo da Silva;Ronald Araujo;R. Araujo;Ronald Federico;Araujo da Silva;FC Barcelona;Uruguay;Defender;4
73;2526;b0ebh3wi3lwieb1z04ajxjz84;Guillermo Fernández Casino;Guille Fernández;Guille Fernández;Guillermo;Fernández Casino;FC Barcelona;Spain;Midfielder;30
73;2526;bkwxem45cf48k14euwqe7rs44;Pau Cubarsí Paredes;Pau Cubarsí;Pau Cubarsí;Pau;Cubarsí Paredes;FC Barcelona;Spain;Defender;5
73;2526;bzgh5psb1janz9y3btpswngbu;Alejandro Balde Martínez;Alejandro Balde;Alejandro Balde;Alejandro;Balde Martínez;FC Barcelona;Spain;Defender;3
73;2526;cjll1xrw3xulnl23c9tlf6rys;Fermín López Marín;Fermín López;Fermín López;Fermín;López Marín;FC Barcelona;Spain;Midfielder;16
73;2526;cscn06kwqfzo09h0dc5ybt1pl;Jules Olivier Koundé;Jules Koundé;J. Koundé;Jules Olivier;Koundé;FC Barcelona;France;Defender;23
73;2526;eb3ci3a120om80v80mobsus8a;Pablo Páez Gavira;Pablo Páez Gavira;Gavi;Pablo;Páez Gavira;FC Barcelona;Spain;Midfielder;6
73;2526;et72bvivn2sh4gq9lb2fbsm50;Pedro Fernández Sarmiento;Dro Fernández;Dro Fernández;Pedro;Fernández Sarmiento;FC Barcelona;Spain;Midfielder;27
73;2526;ezviixcyaaj162saxs2yl27s9;Frenkie de Jong;Frenkie de Jong;F. de Jong;Frenkie;de Jong;FC Barcelona;Netherlands;Midfielder;21
73;2526;1h9m92ke4lsj8jzb1l5wfqsmi;Alejandro San Cristóbal Sánchez;Alejandro San Cristóbal Sánchez;Alex Sancris;Alejandro;San Cristóbal Sánchez;Getafe CF;Spain;Attacker;18
73;2526;1riebanoqbl7brs1bm3lkgxlg;Mario Martín Rielves;Mario Martín;Mario Martín;Mario;Martín Rielves;Getafe CF;Spain;Midfielder;6
73;2526;2tm16w51ewqjgabmx93rettsk;José Luis Pérez del Amo;José Luis Pérez del Amo;Joselu Pérez;José Luis;Pérez del Amo;Getafe CF;Spain;Attacker;37
73;2526;3wugl0avw03pp0t9063l2y8lw;Diego Ferrer Martínez;Diego Ferrer;Diego Ferrer;Diego;Ferrer Martínez;Getafe CF;Spain;Goalkeeper;42
73;2526;4ky8j5bowhchd7jwyidsbx5p0;Alberto Cordero García Plata;Alberto Cordero;Alberto Cordero;Alberto;Cordero García Plata;Getafe CF;Spain;Defender;43
73;2526;4wkn0nrhl9gmaflvw2wdoup04;Juan Sebastián Boselli Graf;Sebastián Boselli;S. Boselli;Juan Sebastián;Boselli Graf;Getafe CF;Uruguay;Defender;15
73;2526;52e2ogoex674bz6pcwluapdxx;Borja Mayoral Moya;Borja Mayoral;Borja Mayoral;Borja;Mayoral Moya;Getafe CF;Spain;Attacker;9
73;2526;5cti09ebqg7or3stoh5k2mo7o;David Cordón Mancha;David Cordón Mancha;Davinchi;David;Cordón Mancha;Getafe CF;Spain;Defender;26
73;2526;5gorfhj7uwpomrhlso1krxrkl;Mauro Wilney Arambarri Rosa;Mauro Arambarri;M. Arambarri;Mauro Wilney;Arambarri Rosa;Getafe CF;Uruguay;Midfielder;8
73;2526;5lzbyj5i0cotpry4gneap8c89;Juan Antonio Iglesias Sánchez;Juan Iglesias;Juan Iglesias;Juan Antonio;Iglesias Sánchez;Getafe CF;Spain;Defender;21
73;2526;5oto675vo4ugk7nm22q4vkhsk;Ismael Bekhoucha Lemlal;Ismael Bekhoucha;I. Bekhoucha;Ismael;Bekhoucha Lemlal;Getafe CF;Morocco;Defender;31
73;2526;6772p87u8cf9g6qyk5x414h61;Yvan Latour Neyou Noupa;Yvan Neyou;Y. Neyou;Yvan;Latour Neyou Noupa;Getafe CF;Cameroon;Midfielder;4
73;2526;6bdn7qrzqxuurt39t5j6mooo9;Jiří Letáček;Jirí Letácek;J. Letáček;Jiří;Letáček;Getafe CF;Czechia;Goalkeeper;1
73;2526;6j8k3j0qp5zy19mwpmgx0l990;Alberto Risco Alcántara;Alberto Risco;Alberto Risco;Alberto;Risco Alcántara;Getafe CF;Spain;Midfielder;30
73;2526;6lz4bncnjfcm7wrtuiovguv2t;Allan-Roméo Nyom;Allan Nyom;A. Nyom;Allan-Roméo;Nyom;Getafe CF;Cameroon;Defender;12
73;2526;6wpnjdlg2p8f19y3gjpz1su6t;Francisco Femenía Far;Kiko Femenía;Kiko Femenía;Francisco;Femenía Far;Getafe CF;Spain;Defender;17
73;2526;73mz7xafzid0mvbi59kb9u0dm;Abu Bakarr Kamara;Abu Kamara;A. Kamara;Abu Bakarr;Kamara;Getafe CF;England;Attacker;11
73;2526;74g1h3qqlcvlldmr7fpihilg4;Lucas Laso Gutiérrez;Lucas Laso;Lucas Laso;Lucas;Laso Gutiérrez;Getafe CF;Spain;Defender;32
73;2526;7kser55g81n3lqj9rjd2mwftg;Christantus Ugonna Uche;Christantus Uche;C. Uche;Christantus Ugonna;Uche;Getafe CF;Nigeria;Midfielder;10
73;2526;8b31byab4tzfayi15onb88sgk;Marc Vilaplana Dachs;Marc Vilaplana;Marc Vilaplana;Marc;Vilaplana Dachs;Getafe CF;Spain;Defender;33
73;2526;8n8kjw4qdq1uls2kmpqjny2vo;Yassin Tallal Amiri;Yassin Tallal;Y. Tallal;Yassin;Tallal Amiri;Getafe CF;Morocco;Attacker;39
73;2526;9see13i1f0n1ju4uhs8sijutx;Djené Dakonam Ortega;Djené Dakonam;D. Dakonam;Djené;Dakonam Ortega;Getafe CF;Togo;Defender;2
73;2526;a5ex89jz14wygg9wf3c3cm784;Mykyta Aleksandrov;Mykyta Aleksandrov;M. Aleksandrov;Mykyta;Aleksandrov;Getafe CF;Ukraine;Attacker;29
73;2526;alz5rwbxued4hgkts0panocus;Adrián Liso Lahoz;Adrián Liso;Adrián Liso;Adrián;Liso Lahoz;Getafe CF;Spain;Attacker;23
73;2526;aohmwqhdb8hlp5lvqboh0t5g5;Javier Muñoz Jiménez;Javi Muñoz;Javi Muñoz;Javier;Muñoz Jiménez;Getafe CF;Spain;Midfielder;14
73;2526;b3xdln1shzyzwkhzdmbb2fqax;Veljko Birmančević;Veljko Birmancevic;V. Birmančević;Veljko;Birmančević;Getafe CF;Serbia;Midfielder;20
73;2526;br4wylyaeqyxoss5of7r51boq;Abdelkabir Abqar;Abdel Abqar;A. Abqar;Abdelkabir;Abqar;Getafe CF;Morocco;Defender;3
73;2526;buglwgk2hthoyqt1ocghya92i;Zaid Abner Romero;Zaid Romero;Z. Romero;Zaid Abner;Romero;Getafe CF;Argentina;Defender;24
73;2526;c4je25rkbg2n45xs5iurevhlh;Juan Miguel Jiménez López;Juan Miguel Jiménez López;Juanmi;Juan Miguel;Jiménez López;Getafe CF;Spain;Attacker;7
73;2526;c68syh6axbkqmcmvrpumqb8mi;Martín Adrián Satriano Costa;Martín Satriano;M. Satriano;Martín Adrián;Satriano Costa;Getafe CF;Uruguay;Attacker;10
73;2526;c756iuzmvsnw0fepg61hurbpw;Hugo Solozábal Granados;Hugo Solozabal;Hugo Solozábal;Hugo;Solozábal Granados;Getafe CF;Spain;Midfielder;34
73;2526;cczre91rv404v648514qs00es;Alejandro García Mestanza;Alejandro Mestanza;Alejandro Mestanza;Alejandro;García Mestanza;Getafe CF;Spain;Midfielder;45
73;2526;cei4ujo2jqzc9f0tmi8xgll62;Luis Ismael Vázquez;Luis Vázquez;L. Vázquez;Luis Ismael;Vázquez;Getafe CF;Argentina;Attacker;19
73;2526;ch1lxxbn01at4jmkafy4uevh1;Luis Milla Manzanares;Luis Milla;Luis Milla;Luis;Milla Manzanares;Getafe CF;Spain;Midfielder;5
73;2526;cue88fm1v1ysfuwhql68czydx;Domingos de Sousa Coutinho Meneses Duarte;Domingos de Sousa Coutinho Meneses Duarte;Domingos Duarte;Domingos;de Sousa Coutinho Meneses Duarte;Getafe CF;Portugal;Defender;22
73;2526;czo50ep8l8ubnp8ifn6bx87pw;Coba Gomes da Costa;Coba da Costa;Coba da Costa;Coba;Gomes da Costa;Getafe CF;Spain;Attacker;20
73;2526;dgzu90zg8eu75z7h3bz9ujy8k;Adrián Riquelme González;Adrián Riquelme;Adrián Riquelme;Adrián;Riquelme González;Getafe CF;Spain;Midfielder;44
73;2526;dkt9892ixwnz1bkmgileo71sl;Diego Rico Salguero;Diego Rico;Diego Rico;Diego;Rico Salguero;Getafe CF;Spain;Defender;16
73;2526;ejrke7z9ve17jhj7x4glh206i;Peter Federico González Carmona;Peter Federico González Carmona;P. González;Peter Federico;González Carmona;Getafe CF;Dominican Republic;Attacker;19
73;2526;elstpch5la22e7wcn9cxp8avo;Jorge Montes García;Jorge Montes;Jorge Montes;Jorge;Montes García;Getafe CF;Spain;Defender;41
73;2526;eucew4k6eswqr6emzsdg4if3d;Alejandro Sola López-Ocaña;Álex Sola;Álex Sola;Alejandro;Sola López-Ocaña;Getafe CF;Spain;Attacker;7
73;2526;ocsr6ccykkxm6g6wozim1pn8;Jorge Benito de Valle Martín;Jorge Benito;Jorge Benito;Jorge;Benito de Valle Martín;Getafe CF;Spain;Goalkeeper;35
73;2526;vota9gwygxp3wc998tl7ldxx;David Soria Solís;David Soria;David Soria;David;Soria Solís;Getafe CF;Spain;Goalkeeper;13
73;2526;1rhh9hzqzsp331scjcefanvo4;Yáser Esnéider Asprilla Martínez;Yáser Asprilla;Y. Asprilla;Yáser Esnéider;Asprilla Martínez;Girona FC;Colombia;Attacker;10
73;2526;25h51j4zz5m180na6sy5ybbpw;Joel Roca Casals;Joel Roca;Joel Roca;Joel;Roca Casals;Girona FC;Spain;Midfielder;3
73;2526;2e50rmuo2tdgksugzudbjankl;Dominik Livaković;Dominik Livakovic;D. Livaković;Dominik;Livaković;Girona FC;Croatia;Goalkeeper;1
73;2526;2e55g4q93y382cg7h0yk5rtud;Marc-André ter Stegen;Marc-André ter Stegen;M. ter Stegen;Marc-André;ter Stegen;Girona FC;Germany;Goalkeeper;22
73;2526;2f1s166mgypfd94gce3k2cnx0;Jhon Élmer Solís Romero;Jhon Solís;J. Solís;Jhon Élmer;Solís Romero;Girona FC;Colombia;Midfielder;22
73;2526;2nq5nzq35tfwc7po29dtwqp78;Arnau Martínez López;Arnau Martínez;Arnau Martínez;Arnau;Martínez López;Girona FC;Spain;Defender;4
73;2526;2q39ldlxegeshdnumd8meo1zo;Gibert Jordana Camara;Gibert Jordana;Gibert Jordana;Gibert;Jordana Camara;Girona FC;Spain;Defender;28
73;2526;32ofi0z0euiqvxt5jk8o1uzxm;Vladyslav Vanat;Vladyslav Vanat;V. Vanat;Vladyslav;Vanat;Girona FC;Ukraine;Attacker;19
73;2526;3auwtiburdxrp2i5me2d97f11;Viktor Tsygankov;Viktor Tsygankov;V. Tsygankov;Viktor;Tsygankov;Girona FC;Ukraine;Attacker;15
73;2526;3kx4mltrob4yta5g6kr2u8ic5;Daley Blind;Daley Blind;D. Blind;Daley;Blind;Girona FC;Netherlands;Defender;17
73;2526;3m7wjcmet9b8sc5tu0ct8j0et;Alexandre Moreno Lopera;Álex Moreno;Álex Moreno;Alexandre;Moreno Lopera;Girona FC;Spain;Defender;24
73;2526;3vp8awfs73xgrh2krs24w6up5;Ladislav Krejčí;Ladislav Krejcí;L. Krejčí;Ladislav;Krejčí;Girona FC;Czechia;Defender;18
73;2526;41jb0ts5688xz8ell62rybm22;Azzedine Ounahi;Azzedine Ounahi;A. Ounahi;Azzedine;Ounahi;Girona FC;Morocco;Midfielder;18
73;2526;4dbs7cgevy096gouv60eurh05;Rubén Blanco Veiga;Rubén Blanco;Rubén Blanco;Rubén;Blanco Veiga;Girona FC;Spain;Goalkeeper;1
73;2526;4o0ei8wawffrg2hvnbmcxipxx;David López Silva;David López;David López;David;López Silva;Girona FC;Spain;Defender;5
73;2526;4ydaw14cc5uj77o8uafvt3578;Dawda Camara Sankharé;Dawda Camara;D. Camara;Dawda;Camara Sankharé;Girona FC;Mauritania;Attacker;14
73;2526;59234as8h70fejyfm7492np3p;Axel Laurent Angel Lambert Witsel;Axel Witsel;A. Witsel;Axel Laurent Angel;Lambert Witsel;Girona FC;Belgium;Defender;20
73;2526;5ykwmft0pr13p2uzhk7f2g3ys;Juan Fernando Arango Tortolero;Juan Arango;J. Arango;Juan Fernando;Arango Tortolero;Girona FC;Venezuela;Attacker;32
73;2526;6gruusc463fdln5uz1uzhne8l;Donny van de Beek;Donny van de Beek;D. van de Beek;Donny;van de Beek;Girona FC;Netherlands;Midfielder;6
73;2526;6navc0x6p4yqy76zyo3zocwr9;Cristhian Ricardo Stuani Curbelo;Cristhian Stuani;C. Stuani;Cristhian Ricardo;Stuani Curbelo;Girona FC;Uruguay;Attacker;7
73;2526;8cpd4je0ku8wjumqeh3ruv10p;Bojan Miovski;Bojan Miovski;B. Miovski;Bojan;Miovski;Girona FC;North Macedonia;Attacker;19
73;2526;8nxr373i7g1m2ch2lk6k03ckq;Alejandro Francés Torrijo;Alejandro Francés;Alejandro Francés;Alejandro;Francés Torrijo;Girona FC;Spain;Defender;16
73;2526;9aa4y3bcepj669s3rx4ebd6ok;Javier Sarasa Camañes;Javier Sarasa;Javi Sarasa;Javier;Sarasa Camañes;Girona FC;Spain;Attacker;30
73;2526;9jhm9qxoeqad7lm5i2nemgwes;Vladyslav Krapyvtsov;Vladyslav Krapyvtsov;V. Krapyvtsov;Vladyslav;Krapyvtsov;Girona FC;Ukraine;Goalkeeper;25
73;2526;9um7x9zd0e000zt57l3yearqh;Iván Martín Núñez;Iván Martín;Iván Martín;Iván;Martín Núñez;Girona FC;Spain;Midfielder;23
73;2526;9xqnrkdzagup4qj4hcn7l9c0k;Antonio Salguero Quiñones;Antonio Salguero;Antonio Salguero;Antonio;Salguero Quiñones;Girona FC;Spain;Defender;31
73;2526;b3sexumsdp9m96rkp5da0r47o;Claudio Candelmo Jeremías Echeverri;Claudio Echeverri;C. Echeverri;Claudio Candelmo Jeremías;Echeverri;Girona FC;Argentina;Midfielder;14
73;2526;bh4p6egq7e7htivuu0qdjqiac;Vitor de Oliveira Nunes dos Reis;Vitor de Oliveira Nunes dos Reis;Vitor Reis;Vitor;de Oliveira Nunes dos Reis;Girona FC;Brazil;Defender;12
73;2526;c4ef6mcyzxslw77ipml8sbk0k;Lancinet Kourouma Kourouma;Lancinet Kourouma;L. Kourouma;Lancinet;Kourouma Kourouma;Girona FC;Guinea;Midfielder;29
73;2526;c88vxqe8zvvzzmhtszvy6ygic;Aleksandar Metodiev Andreev;Aleksandar Andreev;A. Andreev;Aleksandar;Metodiev Andreev;Girona FC;Bulgaria;Goalkeeper;43
