match_id;player_idss;teamss;opponent;player;positionss;shirt_number;totalPassss;accuratePassss;totalLongBalls;accurateLongBalls;goalAssistss;accurateOwnHalfPasses;totalOwnHalfPasses;accurateOppositionHalfPasses;totalOppositionHalfPasses;ballRecovery;savedShotsFromInsideTheBox;penaltyFaced;savesss;totalKeeperSweeper;accurateKeeperSweeper;minutesPlayed;touches;rating;possessionLostCtrl;expectedAssists;totalBallCarriesDistance;ballCarriesCount;totalProgression;keeperSaveValue;totalShots;goalsPrevented;passValueNormalized;dribbleValueNormalized;defensiveValueNormalized;goalkeeperValueNormalized;totalCross;aerialLost;aerialWon;duelLost;duelWon;totalContest;shotOffTargetss;totalClearancess;outfielderBlock;interceptionWon;wasFouledss;foulsss;totalOffsidess;expectedGoals;bestBallCarryProgression;totalProgressiveBallCarriesDistance;progressiveBallCarriesCount;shotValueNormalized;challengeLost;totalTackless;wonTackless;unsuccessfulTouch;dispossessed;onTargetScoringAttempt;penaltyConceded;expectedGoalsOnTarget;keyPass;wonContest;accurateCross;bigChanceCreated;bigChanceMissed;goodHighClaim;blockedScoringAttempt;goalsss;penaltyWon;errorLeadToAShot;lastManTackle;hitWoodwork;errorLeadToAGoal;punches;ownGoals;penaltySave;penaltyMiss;league;season;match;match_slug;teamsw;player_idsw;name;short_name;match_name;positionsw;pos_side;formation_place;accuratePasssw;gameStarted;goalKicks;goalsConceded;minsPlayed;savessw;totalPasssw;formationPlace;foulssw;lostCorners;totalClearancesw;totalOffsidesw;totalTacklesw;totalThrows;wasFouledsw;wonTacklesw;yellowCard;shotOffTargetsw;totalScoringAtt;totalSubOff;blockedScoringAtt;wonCorners;cornerTaken;totalSubOn;cleanSheet;goalssw;ontargetScoringAtt;goalAssistsw;Venue
14083327;909119;Valencia;Real Madrid;Hugo Duro;F;9;10.0;9.0;0.0;0.0;0.0;4.0;4.0;5.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;90.0;18.0;6.4;3.0;0.00168396;22.789421817075;4.0;4.7899918019375;0.0;0;0.0;0.0;0.27;0.23;0.0;0.0;7.0;2.0;8.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.6291725181944;4.2090421713259;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Valencia;7yieh5r0uzk6d6x9o060c2bfu;Hugo Duro Perales;Hugo Duro;Hugo Duro;Striker;Left/Centre;9;9;1;0;2;90;0;10;9;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Home
14083327;851282;Valencia;Real Madrid;Thierry Correia;D;12;10.0;7.0;1.0;0.0;0.0;2.0;3.0;5.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;18.0;17.0;6.5;5.0;0.0573462;74.793939615409;6.0;42.792647194889;0.0;0;0.0;0.08;0.05;-0.15;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;22.718693851208;29.266017221344;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Valencia;8vmrboswsfyb5bfoq07s6susp;Thierry Rendall Correia;Thierry Rendall Correia;Thierry Correia;Substitute;Defender;0;7;0;0;1;18;0;10;0;0;0;1;0;1;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;Home
14083327;609752;Valencia;Real Madrid;Guido Rodríguez;M;2;21.0;19.0;2.0;1.0;0.0;7.0;7.0;12.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;26.0;6.7;2.0;0.00520794;98.827322795045;10.0;35.912865328866;0.0;1;0.0;-0.03;0.07;-0.05;0.0;0.0;1.0;1.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0281;15.233113053363;21.022149842488;1.0;-0.14;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Valencia;73efpm314q2paeacsvp4e8q8l;Guido Rodríguez;Guido Rodríguez;G. Rodríguez;Substitute;Midfielder;0;19;0;0;1;18;0;21;0;0;0;0;0;2;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;Home
14083327;1122610;Valencia;Real Madrid;Javier Guerra;M;8;6.0;5.0;0.0;0.0;0.0;4.0;4.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;9.0;6.0;6.6;1.0;0.0177457;44.495605647662;2.0;39.319156314811;0.0;0;0.0;0.12;0.08;-0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.961474291602;39.963603441131;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Valencia;aqqd7tq7z6bj3wn3u3sz3uuqc;Javier Guerra Moreno;Javi Guerra;Javi Guerra;Substitute;Midfielder;0;5;0;0;1;9;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Home
14083327;909966;Valencia;Real Madrid;Largie Ramazani;F;17;4.0;3.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;7.0;6.4;3.0;3.205e-05;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Valencia;blvf8qsi6iy6ejyer58okyxka;Largie Ramazani;Largie Ramazani;L. Ramazani;Substitute;Attacker;0;3;0;0;1;9;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Home
14083327;754710;Valencia;Real Madrid;Umar Sadiq;F;6;3.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;6.4;1.0;0.0108194;7.8761462493655;2.0;-2.8392773348171;0.0;0;0.0;-0.06;-0.06;-0.01;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Valencia;dtvmsnqlzn5672xb54zj8u7dh;Umar Sadiq Mesbah;Umar Sadiq;U. Sadiq;Substitute;Attacker;0;2;0;0;1;8;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Home
14083327;70988;Real Madrid;Valencia;Thibaut Courtois;G;1;21.0;13.0;10.0;2.0;0.0;12.0;12.0;1.0;9.0;3.0;0.0;0.0;0.0;0.0;0.0;90.0;22.0;6.5;8.0;0.00031814;16.881873513104;3.0;5.8254693615141;0.0;0;0.0;0.04;0.0;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Real Madrid;6crmq7vzqts58wg196q48sc7p;Thibaut Nicolas Marc Courtois;Thibaut Courtois;T. Courtois;Goalkeeper;Centre;1;13;1;5;0;90;0;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Away
14083327;1142689;Real Madrid;Valencia;David Jiménez;D;35;35.0;34.0;0.0;0.0;0.0;13.0;14.0;21.0;21.0;3.0;0.0;0.0;0.0;0.0;0.0;76.0;47.0;6.7;6.0;0.0207777;14.631764269935;3.0;6.564101307255;0.0;1;0.0;-0.1;0.01;0.21;0.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1079;0.0;0.0;0.0;-0.44;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1274;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Real Madrid;9650u1owvf264fwnuzc0zlfro;David Jiménez Corredor;David Jiménez;David Jiménez;Defender;Right;2;34;1;0;0;76;0;35;2;0;1;1;0;1;3;0;1;0;0;1;1;0;1;0;0;0;0;1;0;Away
14083327;1156645;Real Madrid;Valencia;Raúl Asencio;D;17;55.0;52.0;3.0;1.0;0.0;28.0;29.0;24.0;26.0;3.0;0.0;0.0;0.0;0.0;0.0;90.0;64.0;7.2;4.0;0.00831586;101.88145909483;16.0;75.628521377736;0.0;0;0.0;0.16;0.09;-0.04;0.0;0.0;0.0;3.0;0.0;5.0;0.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;16.319402374681;16.385995270352;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Real Madrid;atj6u4qul0o2ca57etbmes07o;Raúl Asencio del Rosario;Raúl Asencio;Raúl Asencio;Defender;Centre/Right;5;52;1;1;0;90;0;55;5;0;1;4;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;Away
14083327;1176744;Real Madrid;Valencia;Dean Huijsen;D;24;66.0;60.0;6.0;4.0;1.0;22.0;25.0;38.0;41.0;2.0;0.0;0.0;0.0;0.0;0.0;90.0;82.0;7.9;7.0;0.0140307;234.73114657879;30.0;119.16431007564;0.0;0;0.0;0.32;0.21;0.46;0.0;0.0;4.0;4.0;7.0;6.0;0.0;0.0;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2bl3hdm49yj3nhnvngy8p6qs4;val-rma;Real Madrid;d2hnxi1yi5rgqj1tvxh1813x0;Dean Donny Huijsen Wijsmuller;Dean Huijsen;Dean Huijsen;Defender;Left/Centre;6;60;1;1;0;90;0;66;6;1;0;9;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;Away
