league;season;team;pos;pts;played;wins;draws;losses;goalsScored;goalsConceded;goalDiff;home_pos;home_pts;home_played;home_wins;home_draws;home_losses;home_goalsScored;home_goalsConceded;home_goalDiff;away_pos;away_pts;away_played;away_wins;away_draws;away_losses;away_goalsScored;away_goalsConceded;away_goalDiff;xG;xGA;xGDiff;xGADiff;xPos;xPosDiff;xPts;xPtsDiff
73;2122;Real Madrid;1;86;38;26;8;4;0;31;49;1;44;19;13;5;1;44;13;31;1;42;19;13;3;3;36;18;18;73.6062995493412;44.216300040483475;6.393700450658798;-13.216300040483475;1;0;70.95653664904975;15.043463350950248
73;2122;Barcelona;2;73;38;21;10;7;0;38;30;4;38;19;12;2;5;37;19;18;2;35;19;9;8;2;31;19;12;63.84160031378269;34.87560023367405;4.158399686217308;3.1243997663259506;2;0;70.24442716891386;2.755572831086141
73;2122;Atletico Madrid;3;71;38;21;8;9;0;43;22;3;41;19;12;5;2;33;16;17;4;30;19;9;3;7;32;27;5;54.67280030250549;34.058199755847454;10.327199697494507;8.941800244152546;3;0;67.1503845399992;3.8496154600008055
73;2122;Sevilla;4;70;38;18;16;4;0;30;23;2;42;19;12;6;1;36;17;19;5;28;19;6;10;3;17;13;4;42.62329983711243;38.76779970526695;10.376700162887573;-8.767799705266953;8;-4;54.16496290453637;15.835037095463633
73;2122;Real Betis;5;65;38;19;8;11;0;40;22;9;32;19;10;2;7;34;22;12;3;33;19;9;6;4;28;18;10;55.83320017158985;43.92329993844032;6.166799828410149;-3.923299938440323;7;-2;58.788752292668505;6.211247707331495
73;2122;Real Sociedad;6;62;38;17;11;10;0;37;3;6;35;19;10;5;4;16;9;7;6;27;19;7;6;6;24;28;-4;53.736299961805344;39.15210023522377;-13.736299961805344;-2.15210023522377;5;1;63.44551805237926;-1.4455180523792635
73;2122;Villarreal;7;59;38;16;11;11;0;37;26;5;36;19;10;6;3;40;18;22;8;23;19;6;5;8;23;19;4;65.75969997048378;45.23080004751682;-2.75969997048378;-8.230800047516823;4;3;64.17298252364245;-5.172982523642446
73;2122;Athletic Club;8;55;38;14;13;11;0;36;7;7;34;19;10;4;5;29;18;11;11;21;19;4;9;6;14;18;-4;51.91730013489723;39.926400288939476;-8.917300134897232;-3.926400288939476;6;2;60.12810160873991;-5.128101608739911
73;2122;Valencia;9;48;38;11;15;12;0;53;-5;14;26;19;6;8;5;26;24;2;9;22;19;5;7;7;22;29;-7;40.079800099134445;48.290800012648106;7.920199900865555;4.709199987351894;13;-4;47.18659775100723;0.813402248992773
73;2122;Osasuna;10;47;38;12;11;15;0;51;-14;19;22;19;5;7;7;17;26;-9;7;25;19;7;4;8;20;25;-5;37.406799867749214;46.88140018284321;-0.4067998677492142;4.118599817156792;12;-2;48.02608321960148;-1.0260832196014817
73;2122;Celta Vigo;11;46;38;12;10;16;0;43;0;15;25;19;7;4;8;26;23;3;10;21;19;5;6;8;17;20;-3;43.640999749302864;46.516600131988525;-0.6409997493028641;-3.5166001319885254;10;1;50.03065917484092;-4.03065917484092
73;2122;Rayo Vallecano;12;42;38;11;9;18;0;50;-11;10;29;19;8;5;6;26;22;4;15;13;19;3;4;12;13;28;-15;43.75269991904497;49.23410013318062;-4.7526999190449715;0.7658998668193817;11;1;49.27305889529699;-7.273058895296991
73;2122;Elche;13;42;38;11;9;18;0;52;-12;12;27;19;7;6;6;24;21;3;14;15;19;4;3;12;16;31;-15;34.03639994561672;60.596899688243866;5.963600054383278;-8.596899688243866;20;-7;34.11089738172298;7.889102618277022
73;2122;Espanyol;14;42;38;10;12;16;0;53;-13;8;33;19;9;6;4;25;19;6;19;9;19;1;6;12;15;34;-19;36.84960024058819;53.426100105047226;3.150399759411812;-0.42610010504722595;17;-3;41.082449711646554;0.9175502883534463
73;2122;Getafe;15;39;38;8;15;15;0;41;-8;11;28;19;7;7;5;21;15;6;18;11;19;1;8;10;12;26;-14;30.44729995727539;39.05469988286495;2.5527000427246094;1.945300117135048;15;0;45.28737728356057;-6.2873772835605735
73;2122;Mallorca;16;39;38;10;9;19;0;63;-27;13;27;19;7;6;6;20;25;-5;17;12;19;3;3;13;16;38;-22;40.31600007414818;51.66880005598068;-4.316000074148178;11.331199944019318;16;0;43.13983337340753;-4.1398333734075266
73;2122;Cadiz;17;39;38;8;15;15;0;51;-16;20;18;19;3;9;7;19;24;-5;12;21;19;5;6;8;16;27;-11;40.00980005413294;49.545999959111214;-5.009800054132938;1.4540000408887863;14;3;45.742060627918484;-6.742060627918484
73;2122;Granada;18;38;38;8;14;16;0;61;-17;18;22;19;5;7;7;22;29;-7;13;16;19;3;7;9;22;32;-10;40.22820018231869;62.716999262571335;3.7717998176813126;-1.7169992625713348;19;-1;38.57841386373874;-0.5784138637387386
73;2122;Levante;19;35;38;8;11;19;0;76;-25;17;22;19;5;7;7;28;30;-2;16;13;19;3;4;12;23;46;-23;56.57780000567436;57.27760049700737;-5.577800005674362;18.72239950299263;9;10;53.553245835093605;-18.553245835093605
73;2122;Deportivo Alaves;20;31;38;8;7;23;0;65;-34;16;25;19;7;4;8;17;21;-4;20;6;19;1;3;15;14;44;-30;37.68290004134178;57.65830022096634;-6.682900041341782;7.341699779033661;18;2;38.71355414666696;-7.713554146666958
