match_id;player_idss;teamss;opponent;player;positionss;shirt_number;totalPassss;accuratePassss;totalLongBalls;accurateLongBalls;goalAssistss;accurateOwnHalfPasses;totalOwnHalfPasses;accurateOppositionHalfPasses;totalOppositionHalfPasses;ballRecovery;savedShotsFromInsideTheBox;penaltyFacedss;savesss;totalKeeperSweeper;accurateKeeperSweeper;minutesPlayed;touches;rating;possessionLostCtrl;expectedAssists;totalBallCarriesDistance;ballCarriesCount;totalProgression;keeperSaveValue;totalShots;goalsPrevented;passValueNormalized;dribbleValueNormalized;defensiveValueNormalized;goalkeeperValueNormalized;totalCross;aerialLost;aerialWon;duelLost;duelWon;totalContest;shotOffTargetss;totalClearancess;outfielderBlock;interceptionWon;wasFouledss;foulsss;totalOffsidess;expectedGoals;bestBallCarryProgression;totalProgressiveBallCarriesDistance;progressiveBallCarriesCount;shotValueNormalized;challengeLost;totalTackless;wonTackless;unsuccessfulTouch;dispossessed;onTargetScoringAttempt;penaltyConcededss;expectedGoalsOnTarget;keyPass;wonContest;accurateCross;bigChanceCreated;bigChanceMissed;goodHighClaim;blockedScoringAttempt;goalsss;penaltyWonss;errorLeadToAShot;lastManTackle;hitWoodwork;errorLeadToAGoal;punches;ownGoals;penaltySavess;penaltyMiss;league;season;match;match_slug;teamsw;player_idsw;name;short_name;match_name;positionsw;pos_side;formation_place;accuratePasssw;gameStarted;goalKicks;goalsConceded;lostCorners;minsPlayed;penaltyFacedsw;penaltySavesw;savessw;totalClearancesw;totalPasssw;formationPlace;foulssw;goalssw;ontargetScoringAtt;totalScoringAtt;totalTacklesw;wonTacklesw;shotOffTargetsw;totalSubOff;totalThrows;yellowCard;penaltyConcededsw;wasFouledsw;cornerTaken;totalOffsidesw;wonCorners;blockedScoringAtt;totalSubOn;goalAssistsw;penaltyWonsw;Venue
14083315;1084081;Girona;Sevilla;Arnau Martínez;D;4;33.0;26.0;2.0;1.0;0.0;12.0;13.0;14.0;20.0;4.0;0.0;0.0;0.0;0.0;0.0;90.0;56.0;7.0;8.0;0.382093;123.13854538019;13.0;94.19249492838;0.0;1;0.0;0.05;0.32;-0.09;0.0;1.0;0.0;1.0;3.0;6.0;0.0;1.0;6.0;0.0;1.0;2.0;1.0;0.0;0.1094;17.678277929602;70.798076929148;5.0;-0.12;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;2nq5nzq35tfwc7po29dtwqp78;Arnau Martínez López;Arnau Martínez;Arnau Martínez;Defender;Left;3;26;1;0;1;2;90;0;0;0;6;33;3;1;0;0;1;3;2;1;0;6;0;0;2;0;0;1;0;0;0;0;Away
14083315;835484;Girona;Sevilla;Fran Beltrán;M;8;37.0;36.0;1.0;1.0;0.0;20.0;21.0;16.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;49.0;6.9;4.0;0.094891;138.71455763705;17.0;11.479089941613;0.0;2;0.0;0.07;0.1;0.26;0.0;1.0;1.0;0.0;6.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0385;0.0;0.0;0.0;0.0;1.0;3.0;3.0;0.0;2.0;1.0;0.0;0.1401;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;e3czx0nsuw10acnftbr8ud0bt;Francisco José Beltrán Peinado;Fran Beltrán;Fran Beltrán;Defensive Midfielder;Centre/Right;8;36;1;0;0;0;56;0;0;0;3;37;8;1;0;1;2;3;3;0;1;0;0;0;0;0;0;1;1;0;0;0;Away
14083315;973699;Girona;Sevilla;Iván Martín;M;23;38.0;35.0;0.0;0.0;0.0;17.0;17.0;18.0;21.0;1.0;0.0;0.0;0.0;0.0;0.0;89.0;48.0;7.2;5.0;0.0104248;192.95967566378;24.0;109.79662060646;0.0;0;0.0;-0.39;0.47;-0.04;0.0;0.0;0.0;0.0;3.0;5.0;2.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;19.072281727682;64.326871796482;4.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;9um7x9zd0e000zt57l3yearqh;Iván Martín Núñez;Iván Martín;Iván Martín;Defensive Midfielder;Left/Centre;4;35;1;0;1;0;89;0;0;0;0;38;4;2;0;0;0;2;2;0;1;0;1;0;1;0;0;0;0;0;0;1;Away
14083315;319735;Girona;Sevilla;Viktor Tsygankov;M;15;26.0;21.0;1.0;1.0;0.0;7.0;7.0;14.0;19.0;1.0;0.0;0.0;0.0;0.0;0.0;90.0;45.0;6.3;9.0;0.0605131;116.94463746221;13.0;17.918237106768;0.0;4;0.0;0.15;-0.27;-0.06;0.0;2.0;3.0;1.0;6.0;6.0;3.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.9708;12.43727886488;27.270372246947;2.0;-0.72;1.0;2.0;2.0;0.0;0.0;1.0;0.0;0.5859;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;3auwtiburdxrp2i5me2d97f11;Viktor Tsygankov;Viktor Tsygankov;V. Tsygankov;Attacking Midfielder;Right;7;21;1;0;1;0;90;0;0;0;0;26;7;0;0;1;4;2;2;2;0;0;0;0;2;1;0;1;1;0;0;0;Away
14083315;191182;Girona;Sevilla;Thomas Lemar;M;11;22.0;22.0;0.0;0.0;0.0;12.0;12.0;10.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;74.0;38.0;7.8;7.0;0.0941634;84.187651133446;12.0;-14.251918918348;0.0;3;0.0;0.07;0.07;-0.05;0.0;5.0;0.0;0.0;7.0;2.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.3612;0.0;0.0;0.0;0.59;2.0;0.0;0.0;0.0;3.0;2.0;0.0;0.4401;3.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;ejcyvgclry4g5pc2rtptifphx;Thomas Benoît Lemar;Thomas Lemar;T. Lemar;Attacking Midfielder;Centre;10;22;1;0;0;0;74;0;0;0;1;22;10;1;1;2;3;0;0;0;1;0;0;0;2;4;0;1;1;0;0;0;Away
14083315;910026;Girona;Sevilla;Bryan Gil;M;21;27.0;23.0;0.0;0.0;0.0;9.0;10.0;14.0;17.0;4.0;0.0;0.0;0.0;0.0;0.0;73.0;45.0;6.5;14.0;0.114956;163.34385602556;15.0;75.209297527403;0.0;2;0.0;-0.21;0.28;0.13;0.0;2.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0922;19.107459842142;82.213585475793;5.0;-0.52;0.0;2.0;2.0;3.0;1.0;1.0;0.0;0.0391;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;cjd62gwj9ptwrrtu6y6xnpeui;Bryan Gil Salvatierra;Bryan Gil;Bryan Gil;Attacking Midfielder;Left;11;23;1;0;0;0;73;0;0;0;0;27;11;0;0;1;2;2;2;0;1;0;0;0;2;1;0;2;1;0;0;0;Away
14083315;976374;Girona;Sevilla;Vladyslav Vanat;F;19;6.0;5.0;0.0;0.0;0.0;4.0;4.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;45.0;10.0;6.3;5.0;0.047419;10.797163609272;2.0;10.792074203581;0.0;0;0.0;-0.04;0.22;-0.04;0.0;0.0;2.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;32ofi0z0euiqvxt5jk8o1uzxm;Vladyslav Vanat;Vladyslav Vanat;V. Vanat;Striker;Centre;9;5;1;0;0;0;45;0;0;0;0;6;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Away
14083315;1482424;Girona;Sevilla;Claudio Echeverri;M;14;13.0;13.0;0.0;0.0;0.0;3.0;3.0;10.0;10.0;2.0;0.0;0.0;0.0;0.0;0.0;45.0;23.0;6.0;4.0;0.0653936;60.50313059681;7.0;6.5568815847053;0.0;1;0.0;0.09;0.22;-0.44;0.0;1.0;0.0;0.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0195;10.713022860707;11.825548613067;1.0;-0.2;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;b3sexumsdp9m96rkp5da0r47o;Claudio Candelmo Jeremías Echeverri;Claudio Echeverri;C. Echeverri;Substitute;Midfielder;0;13;0;0;1;0;45;0;0;0;0;13;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Away
14083315;35612;Girona;Sevilla;Axel Witsel;D;20;17.0;12.0;1.0;0.0;0.0;3.0;4.0;9.0;13.0;4.0;0.0;0.0;0.0;0.0;0.0;34.0;21.0;6.3;6.0;0.0584031;57.913707933103;7.0;21.413828678519;0.0;0;0.0;0.14;0.08;-0.2;0.0;0.0;4.0;3.0;6.0;4.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;59234as8h70fejyfm7492np3p;Axel Laurent Angel Lambert Witsel;Axel Witsel;A. Witsel;Substitute;Defender;0;12;0;0;1;0;34;0;0;0;2;17;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Away
14083315;1391616;Girona;Sevilla;Joel Roca;M;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;17.0;8.0;6.3;4.0;0.0;37.13946628588;1.0;36.19575411943;0.0;0;0.0;-0.06;0.04;-0.04;0.0;0.0;0.0;0.0;4.0;1.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;36.19575411943;37.13946628588;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;25h51j4zz5m180na6sy5ybbpw;Joel Roca Casals;Joel Roca;Joel Roca;Substitute;Midfielder;0;0;0;0;1;0;17;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;Away
14083315;1002347;Girona;Sevilla;Alejandro Francés;D;16;10.0;6.0;3.0;1.0;0.0;6.0;7.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;15.0;6.5;5.0;0.00010271;43.861761404153;5.0;11.015127259948;0.0;0;0.0;0.01;0.01;-0.05;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;8nxr373i7g1m2ch2lk6k03ckq;Alejandro Francés Torrijo;Alejandro Francés;Alejandro Francés;Substitute;Defender;0;6;0;0;1;1;16;0;0;0;2;10;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;Away
14083315;32048;Girona;Sevilla;Cristhian Stuani;F;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.8108;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;73;2526;2b7m8c3nipodfdjjb4e6akqok;sev-gir;Girona;6navc0x6p4yqy76zyo3zocwr9;Cristhian Ricardo Stuani Curbelo;Cristhian Stuani;C. Stuani;Substitute;Attacker;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Away
