league;season;id;name;slug;short_name;team;country;position;second_position;third_position;weight;height;shirt_number;pref_foot;date_birth;contract_until;market_value
73;2526;605374;Tete Morente;;;;;;;;;;;;;;
73;2526;992331;Iker Losada;;;;;;;;;;;;;;
73;2526;913695;José Copete;;;;;;;;;;;;;;
73;2526;966441;Aihen Muñoz;;;;;;;;;;;;;;
73;2526;1010165;Abel Bretones;;;;;;;;;;;;;;
73;2526;996929;Jesús Vázquez;;;;;;;;;;;;;;
73;2526;1918369;Davinchi;;;;;;;;;;;;;;
73;2526;1008259;Javier Rueda;;;;;;;;;;;;;;
73;2526;1430667;Urko Izeta;;;;;;;;;;;;;;
73;2526;785468;Aritz Elustondo;;;;;;;;;;;;;;
73;2526;1392054;Coba da Costa;;;;;;;;;;;;;;
73;2526;945404;López, Javi;;;;;;;;;;;;;;
73;2526;801837;Íñigo Lekue;;;;;;;;;;;;;;
73;2526;326471;Gerard Gumbau;;;;;;;;;;;;;;
73;2526;873717;Carlos Benavídez;;;;;;;;;;;;;;
73;2526;845025;Ovie Ejaria;;;;;;;;;;;;;;
73;2526;1170694;Ugo Raghouber;;;;;;;;;;;;;;
73;2526;1014595;Marc Aguado;;;;;;;;;;;;;;
73;2526;149606;Jeremy Toljan;;;;;;;;;;;;;;
73;2526;1525863;Pau Navarro;;;;;;;;;;;;;;
73;2526;1092515;Yago Santiago;;;;;;;;;;;;;;
73;2526;1129360;Clemens Riedel;;;;;;;;;;;;;;
73;2526;1649918;Carlos Espí;;;;;;;;;;;;;;
73;2526;980732;Adrià Altimira;;;;;;;;;;;;;;
73;2526;1084381;Pablo Ibáñez;;;;;;;;;;;;;;
73;2526;141832;Pedro Bigas;;;;;;;;;;;;;;
73;2526;1466128;Dani Díaz;;;;;;;;;;;;;;
73;2526;882475;Alberto Reina;;;;;;;;;;;;;;
73;2526;1398526;Miguel Román;;;;;;;;;;;;;;
73;2526;1019236;Jofre Carreras;;;;;;;;;;;;;;
73;2526;788141;Jon Guridi;;;;;;;;;;;;;;
73;2526;146852;Abdón Prats;;;;;;;;;;;;;;
73;2526;1099175;Jon Karrikaburu;;;;;;;;;;;;;;
73;2526;844752;Nacho Vidal;;;;;;;;;;;;;;
73;2526;353154;Javier Muñoz;;;;;;;;;;;;;;
73;2526;891931;Ander Guevara;;;;;;;;;;;;;;
73;2526;1632454;Hugo Rincón;;;;;;;;;;;;;;
73;2526;927066;Pablo Martínez;;;;;;;;;;;;;;
73;2526;857205;Fernando Calero;;;;;;;;;;;;;;
73;2526;1010383;Jon Ander Olasagasti;;;;;;;;;;;;;;
73;2526;1085579;Pablo Cuñat;;;;;;;;;;;;;;
73;2526;1216080;Damián Rodríguez;;;;;;;;;;;;;;
73;2526;345333;David Costas;;;;;;;;;;;;;;
73;2526;966802;Unai Vencedor;;;;;;;;;;;;;;
73;2526;1914318;Marc Domenech;;;;;;;;;;;;;;
73;2526;966836;Álex Sola;;;;;;;;;;;;;;
73;2526;828239;Toni Lato;;;;;;;;;;;;;;
73;2526;1832286;Jano Monserrate;;;;;;;;;;;;;;
73;2526;944225;Herrando, Jorge;;;;;;;;;;;;;;
73;2526;949722;Antonio Sánchez;;;;;;;;;;;;;;
73;2526;1090681;Ramón Martínez;;;;;;;;;;;;;;
73;2526;827504;Léo Pétrot;;;;;;;;;;;;;;
73;2526;1119586;Iker Muñoz;;;;;;;;;;;;;;
73;2526;897902;Juan Cruz;;;;;;;;;;;;;;
73;2526;1142094;Bueno, Manu;;;;;;;;;;;;;;
73;2526;1398518;Álex Sancris;;;;;;;;;;;;;;
73;2526;1649919;Kareem Tunde;;;;;;;;;;;;;;
73;2526;1120947;Jozhua Vertrouwd;;;;;;;;;;;;;;
73;2526;1069703;Carlos Domínguez;;;;;;;;;;;;;;
73;2526;1139724;Pelayo Fernández;;;;;;;;;;;;;;
73;2526;813574;Unai Elgezabal;;;;;;;;;;;;;;
73;2526;1094758;John Donald;;;;;;;;;;;;;;
73;2526;1086346;Iker Benito;;;;;;;;;;;;;;
73;2526;909554;Roger Brugué;;;;;;;;;;;;;;
73;2526;1145100;Yoel Lago;;;;;;;;;;;;;;
73;2526;849731;Bambo Diaby;;;;;;;;;;;;;;
73;2526;1068891;Jose Salinas;;;;;;;;;;;;;;
73;2526;934351;Miguel Rubio;;;;;;;;;;;;;;
73;2526;1428699;Andres Castrin;;;;;;;;;;;;;;
73;2526;560756;Dani Calvo;;;;;;;;;;;;;;
73;2526;1136702;Mikel Goti;;;;;;;;;;;;;;
73;2526;1086128;Álex Forés;;;;;;;;;;;;;;
73;2526;1985103;Gorka  Carrera Zarranz;;;;;;;;;;;;;;
73;2526;1099344;Antoniu Roca;;;;;;;;;;;;;;
73;2526;591132;Kike Barja;;;;;;;;;;;;;;
73;2526;808955;Josan;;;;;;;;;;;;;;
73;2526;1534422;Oso;;;;;;;;;;;;;;
73;2526;914749;Sergio Lozano;;;;;;;;;;;;;;
73;2526;1526575;Arkaitz Mariezkurrena;;;;;;;;;;;;;;
73;2526;985726;Victor Parada;;;;;;;;;;;;;;
73;2526;855837;Diego Pampín;;;;;;;;;;;;;;
73;2526;857229;Oier Luengo;;;;;;;;;;;;;;
73;2526;1021165;Rubén Sánchez;;;;;;;;;;;;;;
73;2526;1630975;Manu Fernández;;;;;;;;;;;;;;
73;2526;952222;Víctor García;;;;;;;;;;;;;;
73;2526;1513896;David López;;;;;;;;;;;;;;
73;2526;1162309;Javi Llabrés;;;;;;;;;;;;;;
73;2526;2115056;Omar Falah;;;;;;;;;;;;;;
73;2526;597876;Lucas Ahijado;;;;;;;;;;;;;;
73;2526;1171626;Dani Pérez;;;;;;;;;;;;;;
73;2526;1869106;Paco Cortés;;;;;;;;;;;;;;
73;2526;2216007;Sanchez, Alex;;;;;;;;;;;;;;
73;2526;2238900;Carlos Maciá;;;;;;;;;;;;;;
73;2526;1905699;Jan Salas;;;;;;;;;;;;;;
73;2526;1518564;Miguel Sierra;;;;;;;;;;;;;;
73;2526;1399702;Asier Osambela;;;;;;;;;;;;;;
73;2526;1542759;Ivan Corralejo;;;;;;;;;;;;;;
73;2526;1807070;Jorge Cabello;;;;;;;;;;;;;;
73;2526;2049311;Nacho Pérez;;;;;;;;;;;;;;
73;2526;1966890;Hugo Lopez;;;;;;;;;;;;;;
73;2526;1520814;Mestanza, Alejandro;;;;;;;;;;;;;;
73;2526;1513222;Ángel Pérez;;;;;;;;;;;;;;
73;2526;1550822;Hierro, Asier;;;;;;;;;;;;;;
73;2526;1495856;Iñigo Arguibide;;;;;;;;;;;;;;
73;2526;602164;Jairo Izquierdo;;;;;;;;;;;;;;
73;2526;758666;Borja Sánchez;;;;;;;;;;;;;;
73;2526;1167704;Rubén Iranzo;;;;;;;;;;;;;;
73;2526;1535581;Lander Astiazaran;;;;;;;;;;;;;;
73;2526;1587199;Pablo Agudín;;;;;;;;;;;;;;
73;2526;2198232;Samu Becerra;;;;;;;;;;;;;;
73;2526;1639543;Aitor Mañas;;;;;;;;;;;;;;
73;2526;1425060;Eder Garcia;;;;;;;;;;;;;;
73;2526;1491660;José Luis Pérez;;;;;;;;;;;;;;
73;2526;1858279;Burcio, Hugo;;;;;;;;;;;;;;
73;2526;1548439;Marco Esteban;;;;;;;;;;;;;;
73;2526;1895197;Jorge Montes;;;;;;;;;;;;;;
73;2526;1429059;Hugo Solozábal;;;;;;;;;;;;;;
73;2526;1430809;Morcillo, Diego;;;;;;;;;;;;;;
73;2526;1122588;Lander Pinillos;;;;;;;;;;;;;;
