id;name;slug;short_name;team;country;position;second_position;third_position;weight;height;shirt_number;pref_foot;date_birth;contract_until;market_value
1513896;David López;;;;;;;;;;;;;;
1162309;Javi Llabrés;;;;;;;;;;;;;;
2115056;Omar Falah;;;;;;;;;;;;;;
597876;Lucas Ahijado;;;;;;;;;;;;;;
1171626;Dani Pérez;;;;;;;;;;;;;;
1869106;Paco Cortés;;;;;;;;;;;;;;
2216007;Sanchez, Alex;;;;;;;;;;;;;;
2238900;Carlos Maciá;;;;;;;;;;;;;;
1905699;Jan Salas;;;;;;;;;;;;;;
1518564;Miguel Sierra;;;;;;;;;;;;;;
1399702;Asier Osambela;;;;;;;;;;;;;;
1542759;Ivan Corralejo;;;;;;;;;;;;;;
1807070;Jorge Cabello;;;;;;;;;;;;;;
2049311;Nacho Pérez;;;;;;;;;;;;;;
1966890;Hugo Lopez;;;;;;;;;;;;;;
1520814;Mestanza, Alejandro;;;;;;;;;;;;;;
1513222;Ángel Pérez;;;;;;;;;;;;;;
1550822;Hierro, Asier;;;;;;;;;;;;;;
1495856;Iñigo Arguibide;;;;;;;;;;;;;;
602164;Jairo Izquierdo;;;;;;;;;;;;;;
758666;Borja Sánchez;;;;;;;;;;;;;;
1167704;Rubén Iranzo;;;;;;;;;;;;;;
1535581;Lander Astiazaran;;;;;;;;;;;;;;
1587199;Pablo Agudín;;;;;;;;;;;;;;
2198232;Samu Becerra;;;;;;;;;;;;;;
1639543;Aitor Mañas;;;;;;;;;;;;;;
1425060;Eder Garcia;;;;;;;;;;;;;;
1491660;José Luis Pérez;;;;;;;;;;;;;;
1858279;Burcio, Hugo;;;;;;;;;;;;;;
1548439;Marco Esteban;;;;;;;;;;;;;;
1895197;Jorge Montes;;;;;;;;;;;;;;
1429059;Hugo Solozábal;;;;;;;;;;;;;;
1430809;Morcillo, Diego;;;;;;;;;;;;;;
1122588;Lander Pinillos;;;;;;;;;;;;;;
