league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2425;9nrr908zd8ou14re1nckzvj84;esp-lpm;PG;c8llrezkm3b3op4afrou6b487;64:33;e5qp6dh1prc55llew51zpy1gp;Javi Puado;;
73;2425;9nrr908zd8ou14re1nckzvj84;esp-lpm;G;c8llrezkm3b3op4afrou6b487;81:32;1ore4ght7ls393tcpbmah9dcl;Pere Milla;e5qp6dh1prc55llew51zpy1gp;Javi Puado
