league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2425;9lnqs15tkvrgup74sjpchfkes;ath-bar;G;agh9ifb2mw3ivjusgedj7c3fe;13:33;afxjicw89683nlpms9yy5x51x;R. Lewandowski;cjll1xrw3xulnl23c9tlf6rys;Fermín López
73;2425;9lnqs15tkvrgup74sjpchfkes;ath-bar;G;agh9ifb2mw3ivjusgedj7c3fe;17:01;afxjicw89683nlpms9yy5x51x;R. Lewandowski;;
73;2425;9lnqs15tkvrgup74sjpchfkes;ath-bar;PG;agh9ifb2mw3ivjusgedj7c3fe;93:44;4gq1u1mqg0qzekh1u5djleeax;Dani Olmo;;
