league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2425;9mjlpf87pxs1s8u6gnfsqgkk4;rma-rso;G;3kq9cckrnlogidldtdie2fkbl;37:59;5e9ilgrz3tzg9kd1gk3yvrahh;K. Mbappé;;
73;2425;9mjlpf87pxs1s8u6gnfsqgkk4;rma-rso;G;3kq9cckrnlogidldtdie2fkbl;82:48;5e9ilgrz3tzg9kd1gk3yvrahh;K. Mbappé;b4witgokm49tidm1a83qcvbop;Vinícius Júnior
