league;season;match;match_slug;type;team_id;minute;scorer_id;scorer;assister_id;assister
73;2425;9k2lcpit2c3iaegde42bu3uac;sev-rma;G;3kq9cckrnlogidldtdie2fkbl;74:37;5e9ilgrz3tzg9kd1gk3yvrahh;K. Mbappé;diod1hv5hv7v7z7mfleev1txx;L. Modrić
73;2425;9k2lcpit2c3iaegde42bu3uac;sev-rma;G;3kq9cckrnlogidldtdie2fkbl;86:28;e83ula4wockmc2xid7185kcq2;J. Bellingham;4o9d3hpjlicgce9gtbewyzhn8;Gonzalo García
