league;season;team;pos;pts;played;wins;draws;losses;goalsScored;goalsConceded;goalDiff;home_pos;home_pts;home_played;home_wins;home_draws;home_losses;home_goalsScored;home_goalsConceded;home_goalDiff;away_pos;away_pts;away_played;away_wins;away_draws;away_losses;away_goalsScored;away_goalsConceded;away_goalDiff;xG;xGA;xGDiff;xGADiff;xPos;xPosDiff;xPts;xPtsDiff
73;2324;Real Madrid;1;95;38;29;8;1;0;26;61;1;51;19;16;3;0;48;9;39;1;44;19;13;5;1;39;17;22;69.76420041918755;35.84470011293888;17.235799580812454;-9.844700112938881;2;-1;74.50568964274169;20.494310357258314
73;2324;Barcelona;2;85;38;26;7;5;0;44;35;4;46;19;15;1;3;43;21;22;2;39;19;11;6;2;36;23;13;78.47440016269684;41.95000001788139;0.5255998373031616;2.0499999821186066;1;1;76.86536078632587;8.134639213674134
73;2324;Girona;3;81;38;25;6;7;0;46;39;3;47;19;15;2;2;53;20;33;3;34;19;10;4;5;32;26;6;71.81500044465065;55.33110040426254;13.18499955534935;-9.331100404262543;4;-1;63.56037276473729;17.439627235262712
73;2324;Atletico Madrid;4;76;38;24;4;10;0;43;27;2;49;19;16;1;2;42;22;20;5;27;19;8;3;8;28;21;7;63.02090010046959;39.844700276851654;6.979099899530411;3.155299723148346;3;1;67.75806516978074;8.241934830219265
73;2324;Athletic Club;5;68;38;19;11;8;0;37;24;5;42;19;12;6;1;42;18;24;7;26;19;7;5;7;19;19;0;53.23600025475025;41.94819977134466;7.763999745249748;-4.948199771344662;5;0;58.83257780629809;9.16742219370191
73;2324;Real Sociedad;6;60;38;16;12;10;0;39;12;8;30;19;8;6;5;26;20;6;4;30;19;8;6;5;25;19;6;45.49999979138374;42.014300011098385;5.500000208616257;-3.014300011098385;6;0;54.506720717145555;5.493279282854445
73;2324;Real Betis;7;57;38;14;15;9;0;45;3;6;34;19;9;7;3;27;19;8;8;23;19;5;8;6;21;26;-5;44.58340001106262;50.780799716711044;3.416599988937378;-5.780799716711044;10;-3;50.16937851462984;6.830621485370159
73;2324;Villarreal;8;53;38;14;11;13;0;65;0;11;26;19;7;5;7;36;32;4;6;27;19;7;6;6;29;33;-4;56.68329958617687;59.24300003051758;8.316700413823128;5.756999969482422;7;1;52.74478704172331;0.25521295827668666
73;2324;Valencia;9;49;38;13;10;15;0;45;-5;9;30;19;8;6;5;20;14;6;10;19;19;5;4;10;20;31;-11;43.41349981725216;48.07219985872507;-3.413499817252159;-3.072199858725071;12;-3;49.169039158540876;-0.16903915854087614
73;2324;Deportivo Alaves;10;46;38;12;10;16;0;46;-10;7;31;19;9;4;6;23;19;4;15;15;19;3;6;10;13;27;-14;46.554699659347534;45.19290003180504;-10.554699659347534;0.8070999681949615;8;2;51.99584700329753;-5.995847003297527
73;2324;Osasuna;11;45;38;12;9;17;0;56;-11;17;23;19;6;5;8;19;26;-7;9;22;19;6;4;9;26;30;-4;40.99650013446808;50.40549983084202;4.003499865531921;5.594500169157982;14;-3;46.73057749890605;-1.730577498906051
73;2324;Getafe;12;43;38;10;13;15;0;54;-12;10;29;19;8;5;6;20;22;-2;16;14;19;2;8;9;22;32;-10;46.124500289559364;54.38299983739853;-4.124500289559364;-0.38299983739852905;15;-3;45.67093815711958;-2.670938157119579
73;2324;Celta Vigo;13;41;38;10;11;17;0;57;-11;14;24;19;6;6;7;21;23;-2;13;17;19;4;5;10;25;34;-9;51.205099657177925;55.12649983167648;-5.205099657177925;1.8735001683235168;13;0;48.845843934285895;-7.845843934285895
73;2324;Sevilla;14;41;38;10;11;17;0;54;-6;16;23;19;6;5;8;27;27;0;11;18;19;4;6;9;21;27;-6;45.16869970411062;56.74599975347519;2.8313002958893776;-2.745999753475189;16;-2;43.30569248842851;-2.3056924884285124
73;2324;Mallorca;15;40;38;8;16;14;0;44;-11;12;26;19;6;8;5;17;16;1;17;14;19;2;8;9;16;28;-12;41.121200039982796;43.55720044672489;-8.121200039982796;0.44279955327510834;11;4;49.96614754945726;-9.966147549457261
73;2324;Las Palmas;16;40;38;10;10;18;0;47;-14;13;24;19;6;6;7;20;20;0;14;16;19;4;4;11;13;27;-14;33.406499803066254;57.48590001836419;-0.40649980306625366;-10.485900018364191;20;-4;37.44152282676945;2.55847717323055
73;2324;Rayo Vallecano;17;38;38;8;14;16;0;48;-19;18;20;19;4;8;7;18;26;-8;12;18;19;4;6;9;11;22;-11;42.70370011031628;45.02939987182617;-13.703700110316277;2.970600128173828;9;8;51.15674361899037;-13.156743618990369
73;2324;Cadiz;18;33;38;6;15;17;0;55;-29;15;24;19;5;9;5;16;19;-3;19;9;19;1;6;12;10;36;-26;36.54549977183342;52.823900043964386;-10.54549977183342;2.176099956035614;18;0;42.77975184242381;-9.779751842423813
73;2324;Almeria;19;21;38;3;12;23;0;75;-32;20;11;19;1;8;10;22;36;-14;18;10;19;2;4;13;21;39;-18;49.3727997764945;62.0615995824337;-6.372799776494503;12.9384004175663;17;2;43.17933080901533;-22.179330809015333
73;2324;Granada;20;21;38;4;9;25;0;79;-41;19;18;19;4;6;9;24;32;-8;20;3;19;0;3;16;14;47;-33;42.9866001419723;64.83560022711754;-4.986600141972303;14.164399772882462;19;1;37.54244076147777;-16.54244076147777
